account_id,total_orders,total_amount,avg_order_value,distinct_devices,distinct_addresses,distinct_phones,distinct_payment_instruments,total_delivered_orders,total_failed_orders,total_pending_orders,coupon_usage_rate,discount_dependency_score,total_returns,avg_return_lag_hours,total_refunds,total_refund_amount,total_disputes,return_rate,refund_rate,dispute_rate,account_age_days,orders_last_24h,orders_last_7d,orders_last_30d,refunds_last_24h,refunds_last_7d,refunds_last_30d,return_rate_last_30d,transaction_burst_score,refund_burst_score,account_creation_burst_score,accounts_per_device,shared_device_count,accounts_per_address,shared_address_count,accounts_per_phone,shared_phone_count,accounts_per_instrument,shared_instrument_count,shared_ip_prefix_count
A000238,1.0,3520.0,3520.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.31658564814815,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0
A000239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.821898148148147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000240,7.0,27640.0,3948.5714285714284,1.0,1.0,1.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.96508101851852,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4.0,3.0,4.0,3.0,5.0,4.0,5.0,8.0,1.0
A000241,4.0,36420.0,9105.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.99414351851852,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.0,11.0,10.0,1.0,0.0,1.5,1.0,1.0
A000242,1.0,2620.0,2620.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.084467592592592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,3.0,10.0,9.0,1.0,0.0,4.0,3.0,1.0
A000243,2.0,4420.0,2210.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.45644675925926,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2,6.5,11.0,8.0,14.0,8.0,7.0,3.5,5.0,0.0
A000244,1.0,1860.0,1860.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.272916666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0
A000245,1.0,1170.0,1170.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.544675925925926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,1.0,0.0,6.0,5.0,2.0,1.0,0.0
A000246,1.0,5170.0,5170.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.591284722222223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,1.0,0.0,2.0,1.0,5.0,4.0,0.0
A000247,1.0,3800.0,3800.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.94736111111111,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,7.0,6.0,1.0,0.0,1.0,0.0,0.0
A000248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.938530092592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000249,2.0,4850.0,2425.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4384375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,5.0,4.0,1.0,0.0,3.0,2.0,1.0
A000250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.12236111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000251,2.0,6930.0,3465.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.71428240740741,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.0,3.0,5.0,4.0,2.0,1.0,3.5,5.0,0.0
A000252,2.0,5340.0,2670.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.06699698795180722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.612743055555555,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0,1.0,4.0,3.0,8.0,7.0,5.0,4.0,0.0
A000253,1.0,1910.0,1910.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.883726851851854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.0,3.0,4.0,3.0,2.0,1.0,7.0,6.0,0.0
A000254,2.0,2710.0,1355.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.47707175925926,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,2.0,4.5,7.0,7.0,6.0,1.0,0.0,1.0
A000255,1.0,2540.0,2540.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.85193287037037,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6,4.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,0.0
A000256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.942083333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000257,1.0,3220.0,3220.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.06717391304347826,1.0,120.0,1.0,3220.0,0.0,1.0,1.0,0.0,39.0855787037037,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,3.0,2.0,3.0,2.0,1.0,0.0,4.0,3.0,0.0
A000258,1.0,4080.0,4080.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0799656862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.456226851851852,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,0.0
A000259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.415347222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000260,1.0,510.0,510.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.38790196078431377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.53988425925926,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0
A000261,2.0,9400.0,4700.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.52486111111111,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,3.0,4.0,3.0,4.0,3.0,1.0,0.0,1.0
A000262,1.0,3580.0,3580.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.061030092592596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6.0,5.0,15.0,14.0,8.0,7.0,7.0,6.0,0.0
A000263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.10320601851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000264,2.0,3320.0,1660.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.045023148148147,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.0,11.0,10.0,1.0,0.0,2.0,1.0,0.0
A000265,2.0,17880.0,8940.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.06341435185185,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.5,5.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
A000266,3.0,5690.0,1896.6666666666667,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8537037037037,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,1.0,4.5,7.0,1.0,0.0,1.0,0.0,0.0
A000267,7.0,20740.0,2962.8571428571427,2.0,1.0,1.0,2.0,5.0,0.0,2.0,0.0,0.01635149313962873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.17289351851852,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.5,9.0,8.0,7.0,4.0,3.0,2.0,2.0,1.0
A000268,1.0,3830.0,3830.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.071911227154047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.59144675925926,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0
A000269,1.0,4270.0,4270.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.342465277777777,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6.0,5.0,3.0,2.0,9.0,8.0,1.0,0.0,0.0
A000270,1.0,4870.0,4870.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.71905092592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4.0,3.0,20.0,19.0,11.0,10.0,5.0,4.0,0.0
A000271,1.0,4930.0,4930.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.503194444444443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
A000272,4.0,7360.0,1840.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.019262500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.74665509259259,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,3.0,15.0,14.0,5.0,4.0,4.5,7.0,0.0
A000273,1.0,2450.0,2450.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.913842592592594,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6.0,5.0,10.0,9.0,2.0,1.0,7.0,6.0,0.0
A000274,1.0,3880.0,3880.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.040787037037035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.0,3.0,7.0,6.0,2.0,1.0,2.0,1.0,0.0
A000275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.146377314814814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.960127314814816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000277,1.0,13140.0,13140.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1590162037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,5.0,8.0,7.0,3.0,2.0,5.0,4.0,0.0
A000278,1.0,820.0,820.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.22394675925926,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6,3.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0
A000279,2.0,8980.0,4490.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.47372685185185,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,7.0,12.0,2.0,1.0,1.0,0.0,0.0
A000280,3.0,11640.0,3880.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.62165509259259,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8.0,7.0,4.5,7.0,2.0,1.0,2.0,1.0,2.0
A000281,2.0,20280.0,10140.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.968194444444446,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,6.0,7.0,6.0,6.0,5.0,4.0,3.0,1.0
A000282,1.0,4680.0,4680.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.4665625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,2.0,4.0,3.0,5.0,4.0,6.0,5.0,0.0
A000283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.501921296296295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000284,1.0,14810.0,14810.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.067546296296296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3.0,2.0,8.0,7.0,2.0,1.0,2.0,1.0,0.0
A000285,2.0,16900.0,8450.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.08196759259259,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,2.0,5.0,4.0,2.0,1.0,2.5,3.0,0.0
A000286,2.0,4970.0,2485.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.043650406504065035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.595219907407408,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2.5,3.0,11.0,10.0,1.0,0.0,2.0,1.0,0.0
A000287,1.0,500.0,500.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.77204861111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0
A000288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.462291666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.754490740740742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000290,1.0,1430.0,1430.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.77035879629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0,1.0,4.0,3.0,2.0,1.0,4.0,3.0,0.0
A000291,4.0,30870.0,7717.5,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.25,0.0975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.14832175925926,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5.0,7.0,7.0,6.0,2.0,1.0,2.0,1.0,0.0
A000292,1.0,4160.0,4160.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.34467592592593,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,2.0,1.0,0.0,9.0,8.0,3.0,2.0,0.0
A000293,1.0,2240.0,2240.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.389537037037037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0
A000294,3.0,8430.0,2810.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.04804694835680751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.985358796296296,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2,6.0,5.0,12.5,23.0,3.0,2.0,1.0,0.0,0.0
A000295,3.0,12330.0,4110.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,72.0,1.0,2230.0,0.0,0.3333333333333333,0.3333333333333333,0.0,45.498831018518516,0.0,1.0,3.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,4,5.5,9.0,5.0,4.0,8.0,7.0,5.0,4.0,0.0
A000296,3.0,3600.0,1200.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.54327546296296,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,3.0,20.0,19.0,7.0,6.0,16.0,15.0,0.0
A000297,4.0,14830.0,3707.5,2.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.14799768518518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,7.0,10.0,9.0,7.0,6.0,3.0,4.0,1.0
A000298,1.0,2680.0,2680.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.26670138888889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,7.0,6.0,2.0,1.0,1.0,0.0,0.0
A000299,2.0,4030.0,2015.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.26523148148148,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.5,1.0,1.0,0.0,3.0,2.0,3.0,2.0,0.0
A000300,1.0,1380.0,1380.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.87300925925926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11.0,10.0,18.0,17.0,10.0,9.0,16.0,15.0,1.0
A000301,4.0,19540.0,4885.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.25,0.09604908348911677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.77184027777778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8.0,14.0,10.5,19.0,7.0,6.0,2.0,1.0,4.0
A000302,1.0,4680.0,4680.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.06469907407408,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0
A000303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.97929398148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.08506944444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000305,2.0,34090.0,17045.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.04958043248945147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.57920138888889,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,5.0,4.0,1.0,0.0,3.0,2.0,0.0
A000306,1.0,4000.0,4000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.62003472222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6.0,5.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0
A000307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.544155092592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000308,2.0,3920.0,1960.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.06104761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.79960648148148,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,1.0
A000309,1.0,3160.0,3160.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.565289351851852,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
A000310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.411134259259256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000311,1.0,1170.0,1170.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.706493055555555,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,2.0,13.0,12.0,3.0,2.0,4.0,3.0,0.0
A000312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.42024305555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.695277777777775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.502233796296295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000315,1.0,2460.0,2460.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2491087962963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7.0,6.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0
A000316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.512314814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A000317,5.0,36620.0,7324.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.022325151515151513,1.0,120.0,1.0,10110.0,0.0,0.25,0.2,0.0,41.93581018518518,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4.0,3.0,5.0,4.0,5.0,4.0,3.5,5.0,1.0
A000318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.21815972222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
