account_id,population_type
A008183,normal
A008184,normal
A008185,normal
A008186,ring
A008187,normal
A008188,normal
A008189,normal
A008190,normal
A008191,hard_negative
A008192,normal
A008193,normal
A008194,normal
A008195,normal
A008196,normal
A008197,hard_negative
A008198,normal
A008199,normal
A008200,normal
A008201,normal
A008202,hard_negative
A008203,hard_negative
A008204,normal
A008205,normal
A008206,normal
A008207,normal
A008208,hard_negative
A008209,normal
A008210,normal
A008211,normal
A008212,ring
A008213,normal
A008214,normal
A008215,normal
A008216,normal
A008217,normal
A008218,normal
A008219,normal
A008220,normal
A008221,normal
A008222,normal
A008223,normal
A008224,normal
A008225,normal
A008226,normal
A008227,normal
A008228,normal
A008229,hard_negative
A008230,normal
A008231,hard_negative
A008232,normal
A008233,normal
A008234,hard_negative
A008235,ring
A008236,ring
A008237,normal
A008238,normal
A008239,normal
A008240,normal
A008241,normal
A008242,normal
A008243,normal
A008244,normal
A008245,normal
A008246,normal
A008247,ring
A008248,normal
A008249,hard_negative
A008250,ring
A008251,normal
A008252,normal
A008253,normal
A008254,normal
A008255,hard_negative
A008256,hard_negative
A008257,normal
A008258,normal
A008259,normal
A008260,normal
A008261,normal
A008262,normal
A008263,normal
A008264,normal
A008265,hard_negative
A008266,normal
A008267,normal
A008268,normal
A008269,normal
A008270,hard_negative
A008271,normal
A008272,normal
A008273,normal
A008274,normal
A008275,normal
A008276,normal
A008277,normal
A008278,normal
A008279,normal
A008280,normal
A008281,ring
A008282,normal
A008283,normal
A008284,normal
A008285,normal
A008286,ring
A008287,hard_negative
A008288,hard_negative
A008289,normal
A008290,normal
A008291,normal
A008292,normal
A008293,normal
A008294,normal
A008295,normal
A008296,normal
A008297,ring
A008298,normal
A008299,normal
A008300,normal
A008301,normal
A008302,normal
A008303,hard_negative
A008304,normal
A008305,normal
A008306,normal
A008307,normal
A008308,hard_negative
A008309,normal
A008310,normal
A008311,normal
A008312,normal
A008313,normal
A008314,normal
A008315,normal
A008316,normal
A008317,normal
A008318,normal
A008319,normal
A008320,normal
A008321,normal
A008322,ring
A008323,normal
A008324,normal
A008325,normal
A008326,normal
A008327,hard_negative
A008328,normal
A008329,normal
A008330,normal
A008331,normal
A008332,normal
A008333,normal
A008334,normal
A008335,normal
A008336,hard_negative
A008337,normal
A008338,normal
A008339,normal
A008340,normal
A008341,normal
A008342,normal
A008343,normal
A008344,normal
A008345,hard_negative
A008346,normal
A008347,normal
A008348,ring
A008349,normal
A008350,normal
A008351,normal
A008352,normal
A008353,normal
A008354,hard_negative
A008355,normal
A008356,hard_negative
A008357,normal
A008358,hard_negative
A008359,normal
A008360,normal
A008361,normal
A008362,hard_negative
A008363,normal
A008364,hard_negative
A008365,normal
A008366,normal
A008367,normal
A008368,hard_negative
A008369,normal
A008370,normal
A008371,normal
A008372,normal
A008373,ring
A008374,normal
A008375,normal
A008376,ring
A008377,hard_negative
A008378,normal
A008379,normal
A008380,normal
A008381,normal
A008382,normal
A008383,normal
A008384,normal
A008385,normal
A008386,normal
A008387,normal
A008388,normal
A008389,normal
A008390,normal
A008391,normal
A008392,hard_negative
A008393,hard_negative
A008394,normal
A008395,normal
A008396,normal
A008397,ring
A008398,normal
A008399,normal
A008400,hard_negative
A008401,normal
A008402,normal
A008403,normal
A008404,hard_negative
A008405,normal
A008406,normal
A008407,ring
A008408,normal
A008409,normal
A008410,ring
A008411,normal
A008412,normal
A008413,normal
A008414,normal
A008415,normal
A008416,normal
A008417,normal
A008418,normal
A008419,normal
A008420,normal
A008421,hard_negative
A008422,normal
A008423,hard_negative
A008424,hard_negative
A008425,normal
A008426,hard_negative
A008427,normal
A008428,normal
A008429,normal
A008430,normal
A008431,normal
A008432,normal
A008433,normal
A008434,hard_negative
A008435,normal
A008436,normal
A008437,ring
A008438,normal
A008439,normal
A008440,normal
A008441,normal
A008442,ring
A008443,normal
A008444,normal
A008445,normal
A008446,normal
A008447,normal
A008448,normal
A008449,normal
A008450,normal
A008451,normal
A008452,normal
A008453,normal
A008454,normal
A008455,normal
A008456,normal
A008457,normal
A008458,ring
A008459,normal
A008460,normal
A008461,normal
A008462,normal
A008463,hard_negative
A008464,normal
A008465,normal
A008466,hard_negative
A008467,normal
A008468,normal
A008469,normal
A008470,ring
A008471,normal
A008472,normal
A008473,normal
A008474,normal
A008475,normal
A008476,normal
A008477,normal
A008478,normal
A008479,hard_negative
A008480,normal
A008481,normal
A008482,normal
A008483,normal
A008484,hard_negative
A008485,normal
A008486,normal
A008487,hard_negative
A008488,normal
A008489,normal
A008490,normal
A008491,normal
A008492,normal
A008493,normal
A008494,normal
A008495,normal
A008496,hard_negative
A008497,normal
A008498,normal
A008499,normal
A008500,normal
A008501,normal
A008502,ring
A008503,normal
A008504,normal
A008505,normal
A008506,normal
A008507,normal
A008508,hard_negative
A008509,normal
A008510,normal
A008511,normal
A008512,normal
A008513,normal
A008514,hard_negative
A008515,ring
A008516,normal
A008517,normal
A008518,normal
A008519,hard_negative
A008520,normal
A008521,normal
A008522,hard_negative
A008523,normal
A008524,normal
A008525,ring
A008526,normal
A008527,normal
A008528,normal
A008529,normal
A008530,normal
A008531,normal
A008532,normal
A008533,normal
A008534,ring
A008535,normal
A008536,normal
A008537,normal
A008538,normal
A008539,normal
A008540,ring
A008541,normal
A008542,normal
A008543,hard_negative
A008544,hard_negative
A008545,normal
A008546,normal
A008547,normal
A008548,normal
A008549,normal
A008550,normal
A008551,normal
A008552,normal
A008553,hard_negative
A008554,normal
A008555,normal
A008556,normal
A008557,normal
A008558,hard_negative
A008559,normal
A008560,ring
A008561,normal
A008562,ring
A008563,normal
A008564,normal
A008565,ring
A008566,normal
A008567,normal
A008568,normal
A008569,normal
A008570,normal
A008571,normal
A008572,normal
A008573,ring
A008574,hard_negative
A008575,hard_negative
A008576,normal
A008577,normal
A008578,normal
A008579,normal
A008580,normal
A008581,normal
A008582,normal
A008583,ring
A008584,ring
A008585,normal
A008586,normal
A008587,normal
A008588,normal
A008589,normal
A008590,normal
A008591,normal
A008592,normal
A008593,normal
A008594,normal
A008595,normal
A008596,normal
A008597,hard_negative
A008598,ring
A008599,normal
A008600,normal
A008601,normal
A008602,normal
A008603,normal
A008604,normal
A008605,normal
A008606,normal
A008607,normal
A008608,normal
A008609,hard_negative
A008610,normal
A008611,normal
A008612,normal
A008613,hard_negative
A008614,normal
A008615,normal
A008616,normal
A008617,normal
A008618,normal
A008619,normal
A008620,normal
A008621,ring
A008622,normal
A008623,normal
A008624,normal
A008625,normal
A008626,hard_negative
A008627,normal
A008628,normal
A008629,normal
A008630,normal
A008631,normal
A008632,normal
A008633,normal
A008634,ring
A008635,normal
A008636,normal
A008637,normal
A008638,normal
A008639,normal
A008640,normal
A008641,normal
A008642,normal
A008643,normal
A008644,hard_negative
A008645,normal
A008646,normal
A008647,hard_negative
A008648,normal
A008649,normal
A008650,normal
A008651,normal
A008652,normal
A008653,hard_negative
A008654,normal
A008655,normal
A008656,normal
A008657,normal
A008658,normal
A008659,normal
A008660,normal
A008661,normal
A008662,normal
A008663,normal
A008664,normal
A008665,hard_negative
A008666,normal
A008667,normal
A008668,hard_negative
A008669,hard_negative
A008670,normal
A008671,normal
A008672,normal
A008673,normal
A008674,normal
A008675,hard_negative
A008676,normal
A008677,normal
A008678,ring
A008679,normal
A008680,normal
A008681,normal
A008682,normal
A008683,normal
A008684,normal
A008685,normal
A008686,normal
A008687,normal
A008688,normal
A008689,hard_negative
A008690,normal
A008691,normal
A008692,normal
A008693,normal
A008694,normal
A008695,normal
A008696,normal
A008697,normal
A008698,normal
A008699,normal
A008700,normal
A008701,hard_negative
A008702,normal
A008703,normal
A008704,normal
A008705,normal
A008706,normal
A008707,hard_negative
A008708,normal
A008709,normal
A008710,normal
A008711,normal
A008712,normal
A008713,normal
A008714,normal
A008715,normal
A008716,normal
A008717,normal
A008718,normal
A008719,normal
A008720,normal
A008721,normal
A008722,normal
A008723,normal
A008724,normal
A008725,normal
A008726,normal
A008727,ring
A008728,normal
A008729,normal
A008730,normal
A008731,normal
A008732,normal
A008733,normal
A008734,ring
A008735,hard_negative
A008736,normal
A008737,normal
A008738,normal
A008739,hard_negative
A008740,hard_negative
A008741,hard_negative
A008742,normal
A008743,normal
A008744,ring
A008745,normal
A008746,normal
A008747,normal
A008748,normal
A008749,normal
A008750,normal
A008751,normal
A008752,normal
A008753,normal
A008754,normal
A008755,normal
A008756,normal
A008757,hard_negative
A008758,normal
A008759,normal
A008760,hard_negative
A008761,normal
A008762,normal
A008763,hard_negative
A008764,normal
A008765,normal
A008766,normal
A008767,normal
A008768,normal
A008769,normal
A008770,hard_negative
A008771,normal
A008772,normal
A008773,normal
A008774,hard_negative
A008775,normal
A008776,normal
A008777,normal
A008778,normal
A008779,normal
A008780,normal
A008781,normal
A008782,normal
A008783,normal
A008784,normal
A008785,normal
A008786,normal
A008787,ring
A008788,hard_negative
A008789,normal
A008790,normal
A008791,ring
A008792,hard_negative
A008793,ring
A008794,hard_negative
A008795,normal
A008796,normal
A008797,normal
A008798,normal
A008799,normal
A008800,normal
A008801,normal
A008802,ring
A008803,normal
A008804,normal
A008805,normal
A008806,normal
A008807,ring
A008808,normal
A008809,normal
A008810,normal
A008811,normal
A008812,normal
A008813,normal
A008814,normal
A008815,normal
A008816,normal
A008817,normal
A008818,normal
A008819,normal
A008820,normal
A008821,ring
A008822,hard_negative
A008823,normal
A008824,normal
A008825,normal
A008826,normal
A008827,normal
A008828,normal
A008829,normal
A008830,normal
A008831,normal
A008832,normal
A008833,normal
A008834,hard_negative
A008835,normal
A008836,normal
A008837,normal
A008838,normal
A008839,normal
A008840,hard_negative
A008841,normal
A008842,normal
A008843,normal
A008844,normal
A008845,normal
A008846,normal
A008847,normal
A008848,normal
A008849,hard_negative
A008850,normal
A008851,normal
A008852,normal
A008853,hard_negative
A008854,normal
A008855,normal
A008856,normal
A008857,normal
A008858,normal
A008859,normal
A008860,normal
A008861,normal
A008862,normal
A008863,normal
A008864,normal
A008865,hard_negative
A008866,hard_negative
A008867,normal
A008868,normal
A008869,normal
A008870,normal
A008871,normal
A008872,hard_negative
A008873,normal
A008874,normal
A008875,normal
A008876,normal
A008877,normal
A008878,normal
A008879,normal
A008880,normal
A008881,hard_negative
A008882,normal
A008883,hard_negative
A008884,normal
A008885,normal
A008886,hard_negative
A008887,normal
A008888,normal
A008889,normal
A008890,normal
A008891,normal
A008892,normal
A008893,hard_negative
A008894,hard_negative
A008895,normal
A008896,normal
A008897,normal
A008898,hard_negative
A008899,normal
A008900,normal
A008901,normal
A008902,hard_negative
A008903,normal
A008904,ring
A008905,normal
A008906,normal
A008907,normal
A008908,normal
A008909,hard_negative
A008910,normal
A008911,ring
A008912,normal
A008913,normal
A008914,normal
A008915,normal
A008916,ring
A008917,normal
A008918,normal
A008919,normal
A008920,hard_negative
A008921,normal
A008922,normal
A008923,normal
A008924,normal
A008925,normal
A008926,normal
A008927,normal
A008928,hard_negative
A008929,normal
A008930,normal
A008931,normal
A008932,normal
A008933,normal
A008934,normal
A008935,normal
A008936,normal
A008937,normal
A008938,normal
A008939,normal
A008940,normal
A008941,normal
A008942,normal
A008943,hard_negative
A008944,normal
A008945,normal
A008946,hard_negative
A008947,normal
A008948,normal
A008949,normal
A008950,normal
A008951,normal
A008952,normal
A008953,normal
A008954,normal
A008955,normal
A008956,normal
A008957,hard_negative
A008958,normal
A008959,hard_negative
A008960,normal
A008961,normal
A008962,hard_negative
A008963,normal
A008964,hard_negative
A008965,normal
A008966,hard_negative
A008967,normal
A008968,hard_negative
A008969,hard_negative
A008970,normal
A008971,hard_negative
A008972,normal
A008973,normal
A008974,normal
A008975,normal
A008976,normal
A008977,normal
A008978,normal
A008979,hard_negative
A008980,normal
A008981,normal
A008982,ring
A008983,hard_negative
A008984,normal
A008985,normal
A008986,normal
A008987,normal
A008988,normal
A008989,normal
A008990,normal
A008991,hard_negative
A008992,ring
A008993,normal
A008994,normal
A008995,normal
A008996,normal
A008997,normal
A008998,normal
A008999,normal
A009000,normal
A009001,ring
A009002,normal
A009003,normal
A009004,normal
A009005,normal
A009006,hard_negative
A009007,normal
A009008,normal
A009009,normal
A009010,normal
A009011,normal
A009012,normal
A009013,normal
A009014,normal
A009015,normal
A009016,normal
A009017,normal
A009018,normal
A009019,normal
A009020,normal
A009021,normal
A009022,ring
A009023,hard_negative
A009024,normal
A009025,ring
A009026,normal
A009027,normal
A009028,hard_negative
A009029,normal
A009030,hard_negative
A009031,normal
A009032,normal
A009033,hard_negative
A009034,normal
A009035,normal
A009036,hard_negative
A009037,normal
A009038,normal
A009039,normal
A009040,normal
A009041,hard_negative
A009042,hard_negative
A009043,normal
A009044,normal
A009045,normal
A009046,normal
A009047,hard_negative
A009048,normal
A009049,hard_negative
A009050,normal
A009051,normal
A009052,normal
A009053,normal
A009054,normal
A009055,hard_negative
A009056,hard_negative
A009057,hard_negative
A009058,normal
A009059,normal
A009060,normal
A009061,normal
A009062,normal
A009063,normal
A009064,normal
A009065,normal
A009066,normal
A009067,normal
A009068,hard_negative
A009069,normal
A009070,normal
A009071,normal
A009072,normal
A009073,normal
A009074,normal
A009075,normal
A009076,normal
A009077,normal
A009078,normal
A009079,normal
A009080,normal
A009081,hard_negative
A009082,normal
A009083,hard_negative
A009084,normal
A009085,normal
A009086,normal
A009087,normal
A009088,normal
A009089,normal
A009090,normal
A009091,normal
A009092,normal
A009093,normal
A009094,normal
A009095,normal
A009096,normal
A009097,normal
A009098,normal
A009099,normal
A009100,normal
A009101,normal
A009102,hard_negative
A009103,hard_negative
A009104,hard_negative
A009105,normal
A009106,normal
A009107,normal
A009108,normal
A009109,ring
A009110,normal
A009111,normal
A009112,normal
A009113,normal
A009114,normal
A009115,normal
A009116,normal
A009117,normal
A009118,normal
A009119,normal
A009120,ring
A009121,ring
A009122,normal
A009123,normal
A009124,normal
A009125,normal
A009126,normal
A009127,normal
A009128,normal
A009129,normal
A009130,hard_negative
A009131,hard_negative
A009132,normal
A009133,normal
A009134,hard_negative
A009135,normal
A009136,hard_negative
A009137,ring
A009138,normal
A009139,normal
A009140,ring
A009141,normal
A009142,normal
A009143,normal
A009144,ring
A009145,normal
A009146,normal
A009147,normal
A009148,normal
A009149,normal
A009150,normal
A009151,normal
A009152,hard_negative
A009153,normal
A009154,normal
A009155,normal
A009156,normal
A009157,normal
A009158,normal
A009159,normal
A009160,normal
A009161,normal
A009162,normal
A009163,normal
A009164,normal
A009165,normal
A009166,hard_negative
A009167,normal
A009168,normal
A009169,normal
A009170,normal
A009171,normal
A009172,normal
A009173,normal
A009174,normal
A009175,normal
A009176,normal
A009177,hard_negative
A009178,normal
A009179,normal
A009180,normal
A009181,normal
A009182,normal
A009183,normal
A009184,normal
A009185,normal
A009186,normal
A009187,normal
A009188,normal
A009189,normal
A009190,normal
A009191,normal
A009192,hard_negative
A009193,normal
A009194,normal
A009195,normal
A009196,normal
A009197,ring
A009198,normal
A009199,normal
A009200,normal
A009201,normal
A009202,ring
A009203,normal
A009204,normal
A009205,normal
A009206,normal
A009207,normal
A009208,normal
A009209,normal
A009210,normal
A009211,normal
A009212,normal
A009213,normal
A009214,normal
A009215,ring
A009216,ring
A009217,normal
A009218,normal
A009219,hard_negative
A009220,hard_negative
A009221,normal
A009222,normal
A009223,normal
A009224,normal
A009225,normal
A009226,normal
A009227,normal
A009228,hard_negative
A009229,normal
A009230,hard_negative
A009231,normal
A009232,hard_negative
A009233,normal
A009234,normal
A009235,normal
A009236,hard_negative
A009237,normal
A009238,normal
A009239,normal
A009240,hard_negative
A009241,normal
A009242,normal
A009243,normal
A009244,normal
A009245,normal
A009246,normal
A009247,normal
A009248,ring
A009249,normal
A009250,normal
A009251,normal
A009252,hard_negative
A009253,normal
A009254,normal
A009255,normal
A009256,normal
A009257,normal
A009258,hard_negative
A009259,normal
A009260,normal
A009261,hard_negative
A009262,normal
A009263,normal
A009264,normal
A009265,normal
A009266,normal
A009267,normal
A009268,normal
A009269,normal
A009270,normal
A009271,normal
A009272,hard_negative
A009273,normal
A009274,normal
A009275,normal
A009276,normal
A009277,hard_negative
A009278,normal
A009279,hard_negative
A009280,hard_negative
A009281,normal
A009282,normal
A009283,normal
A009284,normal
A009285,hard_negative
A009286,normal
A009287,normal
A009288,hard_negative
A009289,normal
A009290,hard_negative
A009291,ring
A009292,normal
A009293,normal
A009294,hard_negative
A009295,normal
A009296,normal
A009297,normal
A009298,normal
A009299,hard_negative
A009300,normal
A009301,normal
A009302,hard_negative
A009303,normal
A009304,normal
A009305,normal
A009306,normal
A009307,normal
A009308,normal
A009309,normal
A009310,normal
A009311,normal
A009312,normal
A009313,normal
A009314,normal
A009315,normal
A009316,ring
A009317,normal
A009318,hard_negative
A009319,hard_negative
A009320,normal
A009321,normal
A009322,normal
A009323,normal
A009324,normal
A009325,hard_negative
A009326,hard_negative
A009327,ring
A009328,normal
A009329,normal
A009330,hard_negative
A009331,normal
A009332,normal
A009333,hard_negative
A009334,normal
A009335,normal
A009336,normal
A009337,normal
A009338,ring
A009339,normal
A009340,normal
A009341,normal
A009342,normal
A009343,hard_negative
A009344,normal
A009345,normal
A009346,normal
A009347,normal
A009348,normal
A009349,hard_negative
A009350,normal
A009351,normal
A009352,normal
A009353,normal
A009354,normal
A009355,normal
A009356,normal
A009357,normal
A009358,hard_negative
A009359,ring
A009360,normal
A009361,normal
A009362,normal
A009363,ring
A009364,hard_negative
A009365,hard_negative
A009366,normal
A009367,normal
A009368,normal
A009369,ring
A009370,normal
A009371,normal
A009372,normal
A009373,normal
A009374,hard_negative
A009375,normal
A009376,normal
A009377,normal
A009378,normal
A009379,hard_negative
A009380,normal
A009381,normal
A009382,normal
A009383,ring
A009384,normal
A009385,hard_negative
A009386,normal
A009387,normal
A009388,hard_negative
A009389,normal
A009390,normal
A009391,normal
A009392,normal
A009393,normal
A009394,normal
A009395,normal
A009396,normal
A009397,hard_negative
A009398,normal
A009399,normal
A009400,normal
A009401,hard_negative
A009402,normal
A009403,normal
A009404,normal
A009405,normal
A009406,normal
A009407,hard_negative
A009408,normal
A009409,hard_negative
A009410,normal
A009411,normal
A009412,normal
A009413,normal
A009414,normal
A009415,normal
A009416,normal
A009417,normal
A009418,normal
A009419,ring
A009420,normal
A009421,normal
A009422,normal
A009423,normal
A009424,normal
A009425,normal
A009426,normal
A009427,hard_negative
A009428,normal
A009429,normal
A009430,normal
A009431,normal
A009432,normal
A009433,hard_negative
A009434,hard_negative
A009435,normal
A009436,hard_negative
A009437,normal
A009438,normal
A009439,normal
A009440,normal
A009441,normal
A009442,normal
A009443,normal
A009444,normal
A009445,normal
A009446,normal
A009447,normal
A009448,normal
A009449,hard_negative
A009450,normal
A009451,normal
A009452,normal
A009453,normal
A009454,hard_negative
A009455,normal
A009456,normal
A009457,hard_negative
A009458,normal
A009459,normal
A009460,normal
A009461,ring
A009462,normal
A009463,normal
A009464,normal
A009465,hard_negative
A009466,hard_negative
A009467,normal
A009468,normal
A009469,hard_negative
A009470,normal
A009471,hard_negative
A009472,hard_negative
A009473,normal
A009474,normal
A009475,normal
A009476,normal
A009477,normal
A009478,normal
A009479,normal
A009480,normal
A009481,normal
A009482,normal
A009483,normal
A009484,normal
A009485,normal
A009486,hard_negative
A009487,hard_negative
A009488,normal
A009489,normal
A009490,normal
A009491,hard_negative
A009492,normal
A009493,hard_negative
A009494,normal
A009495,normal
A009496,hard_negative
A009497,normal
A009498,normal
A009499,normal
A009500,normal
A009501,normal
A009502,hard_negative
A009503,normal
A009504,normal
A009505,ring
A009506,normal
A009507,normal
A009508,ring
A009509,normal
A009510,normal
A009511,normal
A009512,normal
A009513,normal
A009514,normal
A009515,ring
A009516,hard_negative
A009517,hard_negative
A009518,hard_negative
A009519,normal
A009520,normal
A009521,hard_negative
A009522,normal
A009523,hard_negative
A009524,normal
A009525,hard_negative
A009526,hard_negative
A009527,ring
A009528,normal
A009529,normal
A009530,normal
A009531,normal
A009532,normal
A009533,hard_negative
A009534,normal
A009535,normal
A009536,normal
A009537,hard_negative
A009538,hard_negative
A009539,normal
A009540,normal
A009541,hard_negative
A009542,normal
A009543,normal
A009544,normal
A009545,normal
A009546,normal
A009547,normal
A009548,normal
A009549,normal
A009550,normal
A009551,hard_negative
A009552,normal
A009553,normal
A009554,normal
A009555,normal
A009556,normal
A009557,normal
A009558,hard_negative
A009559,normal
A009560,ring
A009561,normal
A009562,normal
A009563,normal
A009564,normal
A009565,ring
A009566,normal
A009567,ring
A009568,ring
A009569,normal
A009570,normal
A009571,normal
A009572,normal
A009573,hard_negative
A009574,hard_negative
A009575,hard_negative
A009576,normal
A009577,normal
A009578,normal
A009579,normal
A009580,normal
A009581,hard_negative
A009582,normal
A009583,normal
A009584,normal
A009585,normal
A009586,normal
A009587,hard_negative
A009588,hard_negative
A009589,normal
A009590,normal
A009591,normal
A009592,normal
A009593,hard_negative
A009594,normal
A009595,normal
A009596,normal
A009597,normal
A009598,normal
A009599,normal
A009600,normal
A009601,normal
A009602,normal
A009603,normal
A009604,hard_negative
A009605,normal
A009606,normal
A009607,normal
A009608,normal
A009609,normal
A009610,normal
A009611,normal
A009612,normal
A009613,normal
A009614,normal
A009615,hard_negative
A009616,normal
A009617,normal
A009618,normal
A009619,normal
A009620,normal
A009621,normal
A009622,hard_negative
A009623,normal
A009624,normal
A009625,hard_negative
A009626,ring
A009627,normal
A009628,normal
A009629,normal
A009630,normal
A009631,normal
A009632,normal
A009633,normal
A009634,normal
A009635,normal
A009636,normal
A009637,normal
A009638,normal
A009639,normal
A009640,normal
A009641,normal
A009642,normal
A009643,normal
A009644,normal
A009645,hard_negative
A009646,normal
A009647,normal
A009648,hard_negative
A009649,normal
A009650,normal
A009651,normal
A009652,normal
A009653,normal
A009654,normal
A009655,hard_negative
A009656,normal
A009657,ring
A009658,normal
A009659,normal
A009660,hard_negative
A009661,normal
A009662,normal
A009663,normal
A009664,normal
A009665,normal
A009666,normal
A009667,normal
A009668,normal
A009669,normal
A009670,normal
A009671,normal
A009672,hard_negative
A009673,hard_negative
A009674,hard_negative
A009675,normal
A009676,normal
A009677,normal
A009678,normal
A009679,normal
A009680,normal
A009681,hard_negative
A009682,normal
A009683,hard_negative
A009684,hard_negative
A009685,normal
A009686,normal
A009687,normal
A009688,normal
A009689,normal
A009690,normal
A009691,normal
A009692,normal
A009693,normal
A009694,normal
A009695,ring
A009696,normal
A009697,normal
A009698,normal
A009699,hard_negative
A009700,hard_negative
A009701,normal
A009702,normal
A009703,normal
A009704,normal
A009705,hard_negative
A009706,normal
A009707,normal
A009708,normal
A009709,normal
A009710,normal
A009711,normal
A009712,hard_negative
A009713,hard_negative
A009714,normal
A009715,normal
A009716,normal
A009717,normal
A009718,normal
A009719,normal
A009720,normal
A009721,normal
A009722,normal
A009723,normal
A009724,normal
A009725,hard_negative
A009726,normal
A009727,normal
A009728,ring
A009729,normal
A009730,normal
A009731,ring
A009732,ring
A009733,normal
A009734,normal
A009735,hard_negative
A009736,normal
A009737,normal
A009738,normal
A009739,normal
A009740,normal
A009741,normal
A009742,hard_negative
A009743,normal
A009744,normal
A009745,normal
A009746,normal
A009747,normal
A009748,normal
A009749,normal
A009750,normal
A009751,normal
A009752,normal
A009753,normal
A009754,normal
A009755,hard_negative
A009756,normal
A009757,normal
A009758,ring
A009759,normal
A009760,normal
A009761,normal
A009762,normal
A009763,normal
A009764,normal
A009765,normal
A009766,normal
A009767,ring
A009768,ring
A009769,normal
A009770,normal
A009771,normal
A009772,hard_negative
A009773,ring
A009774,normal
A009775,normal
A009776,normal
A009777,ring
A009778,normal
A009779,normal
A009780,normal
A009781,ring
A009782,hard_negative
A009783,normal
A009784,normal
A009785,normal
A009786,normal
A009787,normal
A009788,normal
A009789,hard_negative
A009790,normal
A009791,normal
A009792,hard_negative
A009793,hard_negative
A009794,normal
A009795,hard_negative
A009796,normal
A009797,normal
A009798,hard_negative
A009799,normal
A009800,normal
A009801,normal
A009802,normal
A009803,hard_negative
A009804,normal
A009805,normal
A009806,normal
A009807,normal
A009808,normal
A009809,normal
A009810,hard_negative
A009811,normal
A009812,normal
A009813,normal
A009814,normal
A009815,normal
A009816,normal
A009817,normal
A009818,normal
A009819,normal
A009820,normal
A009821,normal
A009822,normal
A009823,hard_negative
A009824,normal
A009825,normal
A009826,normal
A009827,normal
A009828,normal
A009829,normal
A009830,normal
A009831,hard_negative
A009832,normal
A009833,normal
A009834,normal
A009835,normal
A009836,normal
A009837,normal
A009838,normal
A009839,normal
A009840,hard_negative
A009841,normal
A009842,normal
A009843,normal
A009844,normal
A009845,hard_negative
A009846,normal
A009847,hard_negative
A009848,normal
A009849,normal
A009850,normal
A009851,normal
A009852,normal
A009853,normal
A009854,normal
A009855,normal
A009856,hard_negative
A009857,normal
A009858,ring
A009859,normal
A009860,normal
A009861,normal
A009862,normal
A009863,normal
A009864,normal
A009865,normal
A009866,normal
A009867,normal
A009868,normal
A009869,normal
A009870,normal
A009871,ring
A009872,normal
A009873,normal
A009874,normal
A009875,ring
A009876,normal
A009877,normal
A009878,normal
A009879,normal
A009880,normal
A009881,normal
A009882,normal
A009883,normal
A009884,normal
A009885,normal
A009886,ring
A009887,normal
A009888,normal
A009889,normal
A009890,normal
A009891,normal
A009892,ring
A009893,normal
A009894,normal
A009895,normal
A009896,normal
A009897,normal
A009898,normal
A009899,hard_negative
A009900,normal
A009901,normal
A009902,normal
A009903,normal
A009904,normal
A009905,normal
A009906,hard_negative
A009907,normal
A009908,ring
A009909,normal
A009910,normal
A009911,normal
A009912,normal
A009913,normal
A009914,normal
A009915,normal
A009916,normal
A009917,hard_negative
A009918,normal
A009919,hard_negative
A009920,ring
A009921,hard_negative
A009922,normal
A009923,normal
A009924,hard_negative
A009925,normal
A009926,normal
A009927,normal
A009928,normal
A009929,normal
A009930,normal
A009931,normal
A009932,normal
A009933,hard_negative
A009934,normal
A009935,normal
A009936,normal
A009937,normal
A009938,ring
A009939,normal
A009940,normal
A009941,ring
A009942,normal
A009943,normal
A009944,normal
A009945,hard_negative
A009946,ring
A009947,normal
A009948,normal
A009949,normal
A009950,normal
A009951,normal
A009952,normal
A009953,normal
A009954,hard_negative
A009955,normal
A009956,normal
A009957,normal
A009958,normal
A009959,normal
A009960,normal
A009961,normal
A009962,normal
A009963,normal
A009964,normal
A009965,normal
A009966,normal
A009967,normal
A009968,normal
A009969,normal
A009970,normal
A009971,hard_negative
A009972,hard_negative
A009973,normal
A009974,hard_negative
A009975,normal
A009976,normal
A009977,normal
A009978,normal
A009979,normal
A009980,normal
A009981,normal
A009982,normal
A009983,normal
A009984,normal
A009985,hard_negative
A009986,normal
A009987,normal
A009988,normal
A009989,normal
A009990,normal
A009991,normal
A009992,normal
A009993,normal
A009994,normal
A009995,normal
A009996,normal
A009997,normal
A009998,normal
A009999,normal
A010000,normal
A010001,normal
A010002,normal
A010003,normal
A010004,normal
A010005,normal
A010006,normal
A010007,normal
A010008,normal
A010009,normal
A010010,normal
A010011,normal
A010012,normal
A010013,hard_negative
A010014,normal
A010015,normal
A010016,normal
A010017,normal
A010018,hard_negative
A010019,normal
A010020,normal
A010021,normal
A010022,hard_negative
A010023,normal
A010024,ring
A010025,normal
A010026,normal
A010027,normal
A010028,normal
A010029,normal
A010030,normal
A010031,normal
A010032,normal
A010033,normal
A010034,normal
A010035,normal
A010036,hard_negative
A010037,normal
A010038,normal
A010039,normal
A010040,normal
A010041,normal
A010042,ring
A010043,normal
A010044,ring
A010045,normal
A010046,normal
A010047,normal
A010048,normal
A010049,normal
A010050,normal
A010051,normal
A010052,normal
A010053,normal
A010054,hard_negative
A010055,normal
A010056,normal
A010057,normal
A010058,normal
A010059,normal
A010060,normal
A010061,ring
A010062,normal
A010063,hard_negative
A010064,hard_negative
