device_id,os_family,browser_family,ip_prefix,first_seen_at
D005922,Android,Firefox,10.77.102.0/24,2026-02-13 00:00:00
D005923,iOS,Safari,10.115.192.0/24,2026-01-08 19:00:00
D005924,Android,Edge,10.234.75.0/24,2026-01-28 22:00:00
D005925,Android,Chrome,10.101.117.0/24,2026-01-02 02:00:00
D005926,Android,Edge,10.198.45.0/24,2026-01-16 01:00:00
D005927,iOS,Chrome,10.228.14.0/24,2026-02-06 09:00:00
D005928,Android,Chrome,10.90.224.0/24,2026-01-28 04:00:00
D005929,Android,Edge,10.169.41.0/24,2026-01-27 04:00:00
D005930,Android,Firefox,10.137.213.0/24,2026-02-03 08:00:00
D005931,Android,Edge,10.152.130.0/24,2026-01-22 00:00:00
D005932,Android,Chrome,10.36.22.0/24,2026-01-01 20:00:00
D005933,Android,Edge,10.17.147.0/24,2026-01-15 23:00:00
D005934,macOS,Safari,10.222.250.0/24,2026-01-13 13:00:00
D005935,iOS,Chrome,10.154.181.0/24,2026-02-10 12:00:00
D005936,iOS,Safari,10.230.126.0/24,2026-01-16 00:00:00
D005937,Android,Edge,10.92.22.0/24,2026-02-02 12:00:00
D005938,Android,Edge,10.50.124.0/24,2026-02-14 02:00:00
D005939,macOS,Chrome,10.105.117.0/24,2026-01-03 01:00:00
D005940,Android,Edge,10.78.5.0/24,2026-01-09 08:00:00
D005941,Android,Firefox,10.44.53.0/24,2026-02-07 03:00:00
D005942,Windows,Edge,10.220.195.0/24,2026-01-02 12:00:00
D005943,Android,Chrome,10.139.112.0/24,2026-01-04 07:00:00
D005944,Android,Chrome,10.210.206.0/24,2026-01-14 22:00:00
D005945,iOS,Chrome,10.86.139.0/24,2026-02-10 08:00:00
D005946,macOS,Firefox,10.54.47.0/24,2026-01-22 16:00:00
D005947,Android,Firefox,10.90.2.0/24,2026-02-11 19:00:00
D005948,iOS,Safari,10.97.8.0/24,2026-02-06 03:00:00
D005949,iOS,Chrome,10.162.192.0/24,2026-01-24 10:00:00
D005950,iOS,Safari,10.46.70.0/24,2026-01-19 07:00:00
D005951,Android,Firefox,10.135.89.0/24,2026-01-19 01:00:00
D005952,Android,Firefox,10.76.23.0/24,2026-01-07 13:00:00
D005953,Windows,Firefox,10.136.249.0/24,2026-01-10 09:00:00
D005954,Android,Edge,10.129.117.0/24,2026-01-28 02:00:00
D005955,Android,Firefox,10.1.22.0/24,2026-01-21 05:00:00
D005956,iOS,Chrome,10.47.70.0/24,2026-01-22 14:00:00
D005957,Android,Chrome,10.232.22.0/24,2026-02-10 10:00:00
D005958,Android,Chrome,10.29.221.0/24,2026-01-17 15:00:00
D005959,Android,Firefox,10.156.50.0/24,2026-02-03 12:00:00
D005960,iOS,Safari,10.103.126.0/24,2026-01-27 15:00:00
D005961,Android,Chrome,10.31.233.0/24,2026-01-16 01:00:00
D005962,Windows,Firefox,10.153.110.0/24,2026-01-30 13:00:00
D005963,Windows,Firefox,10.215.146.0/24,2026-01-06 10:00:00
D005964,Android,Edge,10.92.45.0/24,2026-01-26 04:00:00
D005965,Android,Firefox,10.216.138.0/24,2026-01-07 20:00:00
D005966,macOS,Chrome,10.94.202.0/24,2026-01-26 08:00:00
D005967,Android,Edge,10.83.75.0/24,2026-01-14 04:00:00
D005968,iOS,Chrome,10.123.234.0/24,2026-01-11 21:00:00
D005969,iOS,Chrome,10.253.132.0/24,2026-02-01 11:00:00
D005970,Android,Firefox,10.110.250.0/24,2026-01-15 17:00:00
D005971,Android,Firefox,10.134.155.0/24,2026-01-20 11:00:00
D005972,Android,Firefox,10.88.180.0/24,2026-01-01 04:00:00
D005973,iOS,Chrome,10.3.228.0/24,2026-01-26 09:00:00
D005974,Android,Firefox,10.68.29.0/24,2026-01-16 03:00:00
D005975,Android,Chrome,10.175.16.0/24,2026-01-04 10:00:00
D005976,Windows,Chrome,10.42.123.0/24,2026-01-16 20:00:00
D005977,Windows,Firefox,10.16.135.0/24,2026-01-23 22:00:00
D005978,Android,Firefox,10.67.69.0/24,2026-01-10 23:00:00
D005979,Android,Firefox,10.41.205.0/24,2026-01-17 08:00:00
D005980,Android,Chrome,10.160.95.0/24,2026-01-04 15:00:00
D005981,Android,Firefox,10.63.187.0/24,2026-02-08 20:00:00
D005982,Android,Firefox,10.124.92.0/24,2026-01-11 05:00:00
D005983,Android,Edge,10.189.115.0/24,2026-02-09 04:00:00
D005984,iOS,Safari,10.134.5.0/24,2026-01-10 17:00:00
D005985,iOS,Safari,10.171.70.0/24,2026-01-13 05:00:00
D005986,Android,Chrome,10.181.216.0/24,2026-01-27 14:00:00
D005987,iOS,Chrome,10.116.34.0/24,2026-02-14 14:00:00
D005988,Android,Edge,10.96.215.0/24,2026-01-14 02:00:00
D005989,Android,Chrome,10.126.22.0/24,2026-01-08 03:00:00
D005990,Android,Firefox,10.177.199.0/24,2026-02-12 22:00:00
D005991,iOS,Chrome,10.50.227.0/24,2026-01-11 09:00:00
D005992,Android,Edge,10.56.138.0/24,2026-01-18 09:00:00
D005993,Android,Firefox,10.230.83.0/24,2026-01-27 19:00:00
D005994,Android,Chrome,10.202.125.0/24,2026-01-27 10:00:00
D005995,Windows,Firefox,10.140.232.0/24,2026-01-04 16:00:00
D005996,Android,Chrome,10.47.29.0/24,2026-01-21 09:00:00
D005997,Android,Firefox,10.38.94.0/24,2026-01-19 07:00:00
D005998,Android,Edge,10.171.43.0/24,2026-02-04 20:00:00
D005999,Android,Edge,10.41.104.0/24,2026-02-01 22:00:00
D006000,Windows,Edge,10.204.175.0/24,2026-01-16 04:00:00
D006001,iOS,Safari,10.114.213.0/24,2026-02-01 07:00:00
D006002,macOS,Safari,10.64.26.0/24,2026-02-12 09:00:00
D006003,Android,Edge,10.188.86.0/24,2026-01-06 12:00:00
D006004,Android,Edge,10.22.172.0/24,2026-02-02 23:00:00
D006005,Android,Firefox,10.157.242.0/24,2026-01-30 02:00:00
D006006,Android,Firefox,10.249.216.0/24,2026-01-06 23:00:00
D006007,Android,Firefox,10.235.203.0/24,2026-01-17 00:00:00
D006008,Android,Edge,10.251.243.0/24,2026-02-05 02:00:00
D006009,macOS,Firefox,10.244.175.0/24,2026-01-12 17:00:00
D006010,macOS,Safari,10.6.113.0/24,2026-01-01 22:00:00
D006011,Android,Chrome,10.225.140.0/24,2026-01-13 22:00:00
D006012,Windows,Chrome,10.65.214.0/24,2026-02-09 00:00:00
D006013,Android,Chrome,10.63.147.0/24,2026-02-05 02:00:00
D006014,iOS,Safari,10.189.190.0/24,2026-02-04 23:00:00
D006015,Android,Firefox,10.164.18.0/24,2026-02-06 10:00:00
D006016,Android,Firefox,10.103.135.0/24,2026-01-30 03:00:00
D006017,macOS,Chrome,10.5.125.0/24,2026-01-05 04:00:00
D006018,Android,Edge,10.33.189.0/24,2026-01-06 13:00:00
D006019,Android,Edge,10.23.173.0/24,2026-01-21 05:00:00
D006020,iOS,Safari,10.88.70.0/24,2026-01-21 21:00:00
D006021,Android,Chrome,10.201.239.0/24,2026-01-23 02:00:00
D006022,Android,Edge,10.167.85.0/24,2026-01-07 08:00:00
D006023,macOS,Firefox,10.70.215.0/24,2026-01-06 12:00:00
D006024,iOS,Safari,10.90.174.0/24,2026-01-09 10:00:00
D006025,macOS,Safari,10.226.78.0/24,2026-01-28 01:00:00
D006026,iOS,Chrome,10.134.118.0/24,2026-01-05 11:00:00
D006027,macOS,Firefox,10.7.192.0/24,2026-01-29 02:00:00
D006028,Android,Edge,10.233.55.0/24,2026-01-27 15:00:00
D006029,macOS,Firefox,10.149.101.0/24,2026-01-22 19:00:00
D006030,macOS,Chrome,10.214.43.0/24,2026-02-03 23:00:00
D006031,Android,Edge,10.212.98.0/24,2026-02-04 05:00:00
D006032,Android,Edge,10.4.6.0/24,2026-01-28 19:00:00
D006033,Android,Firefox,10.205.88.0/24,2026-01-10 23:00:00
D006034,Windows,Edge,10.42.61.0/24,2026-01-13 09:00:00
D006035,Android,Firefox,10.209.55.0/24,2026-01-07 09:00:00
D006036,Windows,Firefox,10.196.65.0/24,2026-02-08 19:00:00
D006037,Android,Firefox,10.117.134.0/24,2026-01-19 07:00:00
D006038,Android,Edge,10.185.205.0/24,2026-01-05 05:00:00
D006039,iOS,Chrome,10.56.24.0/24,2026-01-27 08:00:00
D006040,iOS,Chrome,10.51.15.0/24,2026-02-09 01:00:00
D006041,Android,Edge,10.200.221.0/24,2026-01-11 01:00:00
D006042,iOS,Chrome,10.200.60.0/24,2026-02-10 20:00:00
D006043,macOS,Safari,10.162.202.0/24,2026-02-09 10:00:00
D006044,iOS,Safari,10.65.119.0/24,2026-01-11 21:00:00
D006045,Windows,Firefox,10.81.48.0/24,2026-01-12 21:00:00
D006046,Android,Edge,10.204.103.0/24,2026-01-12 10:00:00
D006047,Windows,Firefox,10.27.178.0/24,2026-01-05 02:00:00
D006048,Android,Edge,10.12.108.0/24,2026-02-10 13:00:00
D006049,Windows,Edge,10.84.199.0/24,2026-01-04 08:00:00
D006050,Android,Edge,10.187.3.0/24,2026-02-06 20:00:00
D006051,iOS,Safari,10.111.82.0/24,2026-01-23 00:00:00
D006052,macOS,Safari,10.40.20.0/24,2026-01-24 18:00:00
D006053,iOS,Chrome,10.130.7.0/24,2026-01-01 03:00:00
D006054,macOS,Chrome,10.109.103.0/24,2026-01-10 13:00:00
D006055,Android,Chrome,10.130.7.0/24,2026-01-11 15:00:00
D006056,Linux,Firefox,10.51.200.0/24,2026-01-23 14:00:00
D006057,Android,Firefox,10.170.138.0/24,2026-01-12 01:00:00
D006058,macOS,Firefox,10.225.235.0/24,2026-01-05 19:00:00
D006059,Android,Edge,10.33.80.0/24,2026-01-27 19:00:00
D006060,iOS,Chrome,10.213.178.0/24,2026-01-15 08:00:00
D006061,macOS,Chrome,10.216.238.0/24,2026-01-03 14:00:00
D006062,Android,Firefox,10.112.69.0/24,2026-02-08 18:00:00
D006063,Android,Edge,10.35.128.0/24,2026-01-02 03:00:00
D006064,Linux,Firefox,10.225.20.0/24,2026-01-08 11:00:00
D006065,iOS,Chrome,10.83.156.0/24,2026-02-07 02:00:00
D006066,Android,Edge,10.163.224.0/24,2026-02-12 02:00:00
D006067,Android,Firefox,10.39.78.0/24,2026-01-17 08:00:00
D006068,iOS,Chrome,10.67.188.0/24,2026-02-13 06:00:00
D006069,Android,Chrome,10.141.225.0/24,2026-02-03 16:00:00
D006070,Android,Chrome,10.118.233.0/24,2026-02-04 09:00:00
D006071,iOS,Chrome,10.186.113.0/24,2026-01-06 08:00:00
D006072,macOS,Safari,10.99.240.0/24,2026-01-17 16:00:00
D006073,Linux,Chrome,10.51.4.0/24,2026-02-08 00:00:00
D006074,Android,Edge,10.190.190.0/24,2026-01-30 08:00:00
D006075,iOS,Chrome,10.36.85.0/24,2026-02-10 07:00:00
D006076,macOS,Chrome,10.122.83.0/24,2026-01-26 19:00:00
D006077,Android,Firefox,10.201.175.0/24,2026-02-11 02:00:00
D006078,iOS,Safari,10.38.120.0/24,2026-01-16 17:00:00
D006079,Android,Edge,10.50.30.0/24,2026-01-26 04:00:00
D006080,iOS,Chrome,10.15.166.0/24,2026-01-09 07:00:00
D006081,Android,Edge,10.20.209.0/24,2026-02-11 17:00:00
D006082,iOS,Chrome,10.229.224.0/24,2026-01-23 04:00:00
D006083,Android,Edge,10.236.252.0/24,2026-01-19 04:00:00
D006084,Linux,Chrome,10.140.157.0/24,2026-02-03 08:00:00
D006085,Android,Chrome,10.174.187.0/24,2026-01-26 22:00:00
D006086,Android,Edge,10.40.20.0/24,2026-01-03 11:00:00
D006087,iOS,Chrome,10.88.93.0/24,2026-01-06 03:00:00
D006088,Android,Chrome,10.38.188.0/24,2026-01-03 22:00:00
D006089,Windows,Chrome,10.140.108.0/24,2026-01-29 22:00:00
D006090,Windows,Firefox,10.204.186.0/24,2026-01-14 13:00:00
D006091,Android,Firefox,10.124.66.0/24,2026-01-22 02:00:00
D006092,Android,Chrome,10.78.224.0/24,2026-01-10 13:00:00
D006093,iOS,Safari,10.156.157.0/24,2026-02-01 15:00:00
D006094,Windows,Chrome,10.150.131.0/24,2026-02-12 00:00:00
D006095,Android,Chrome,10.7.31.0/24,2026-01-25 19:00:00
D006096,Windows,Firefox,10.236.199.0/24,2026-01-21 05:00:00
D006097,Android,Chrome,10.141.51.0/24,2026-01-07 03:00:00
D006098,Android,Edge,10.187.124.0/24,2026-01-16 14:00:00
D006099,Android,Firefox,10.89.244.0/24,2026-01-03 19:00:00
D006100,iOS,Safari,10.7.8.0/24,2026-01-29 22:00:00
D006101,iOS,Chrome,10.200.152.0/24,2026-02-03 03:00:00
D006102,Android,Firefox,10.108.89.0/24,2026-01-15 22:00:00
D006103,iOS,Chrome,10.82.237.0/24,2026-01-28 21:00:00
D006104,macOS,Firefox,10.224.67.0/24,2026-01-18 12:00:00
D006105,Android,Edge,10.78.27.0/24,2026-02-11 12:00:00
D006106,Android,Edge,10.34.188.0/24,2026-01-13 22:00:00
D006107,iOS,Chrome,10.57.152.0/24,2026-01-02 13:00:00
D006108,Linux,Firefox,10.216.248.0/24,2026-01-20 21:00:00
D006109,iOS,Chrome,10.178.217.0/24,2026-02-02 08:00:00
D006110,iOS,Safari,10.33.6.0/24,2026-02-11 08:00:00
D006111,macOS,Firefox,10.92.128.0/24,2026-01-12 09:00:00
D006112,Android,Edge,10.84.106.0/24,2026-01-01 11:00:00
D006113,macOS,Safari,10.108.127.0/24,2026-02-06 23:00:00
D006114,Android,Chrome,10.117.45.0/24,2026-01-19 00:00:00
D006115,Android,Firefox,10.142.133.0/24,2026-01-16 04:00:00
D006116,Windows,Edge,10.182.150.0/24,2026-01-09 10:00:00
D006117,Android,Firefox,10.29.216.0/24,2026-01-04 06:00:00
D006118,iOS,Safari,10.173.228.0/24,2026-01-15 11:00:00
D006119,macOS,Firefox,10.39.197.0/24,2026-01-22 05:00:00
D006120,Android,Firefox,10.210.91.0/24,2026-02-09 00:00:00
D006121,macOS,Safari,10.49.7.0/24,2026-01-14 06:00:00
D006122,Windows,Firefox,10.187.12.0/24,2026-02-08 21:00:00
D006123,Windows,Edge,10.151.238.0/24,2026-02-10 19:00:00
D006124,Android,Chrome,10.38.196.0/24,2026-01-01 10:00:00
D006125,Android,Firefox,10.112.115.0/24,2026-01-25 06:00:00
D006126,Android,Firefox,10.243.93.0/24,2026-02-03 18:00:00
D006127,Android,Chrome,10.34.209.0/24,2026-01-19 05:00:00
D006128,Linux,Chrome,10.231.229.0/24,2026-02-03 22:00:00
D006129,Android,Edge,10.198.232.0/24,2026-02-13 12:00:00
D006130,iOS,Chrome,10.92.18.0/24,2026-01-14 18:00:00
D006131,Android,Firefox,10.89.109.0/24,2026-02-12 20:00:00
D006132,Android,Edge,10.114.60.0/24,2026-01-11 04:00:00
D006133,Windows,Edge,10.205.79.0/24,2026-01-14 13:00:00
D006134,Android,Firefox,10.202.141.0/24,2026-01-25 19:00:00
D006135,macOS,Chrome,10.47.103.0/24,2026-01-01 02:00:00
D006136,iOS,Chrome,10.135.144.0/24,2026-01-29 18:00:00
D006137,macOS,Firefox,10.82.146.0/24,2026-01-19 01:00:00
D006138,macOS,Safari,10.50.161.0/24,2026-01-22 19:00:00
D006139,iOS,Chrome,10.224.12.0/24,2026-01-17 07:00:00
D006140,Android,Chrome,10.228.154.0/24,2026-01-19 14:00:00
D006141,Android,Edge,10.122.134.0/24,2026-02-07 17:00:00
D006142,iOS,Safari,10.251.57.0/24,2026-02-14 12:00:00
D006143,macOS,Chrome,10.209.7.0/24,2026-01-03 07:00:00
D006144,macOS,Chrome,10.166.198.0/24,2026-01-08 07:00:00
D006145,Android,Firefox,10.102.138.0/24,2026-02-09 15:00:00
D006146,Android,Edge,10.9.128.0/24,2026-01-08 13:00:00
D006147,Android,Edge,10.135.88.0/24,2026-01-02 17:00:00
D006148,iOS,Chrome,10.115.249.0/24,2026-01-22 02:00:00
D006149,Android,Chrome,10.72.111.0/24,2026-01-27 06:00:00
D006150,Windows,Chrome,10.96.192.0/24,2026-01-27 11:00:00
D006151,Windows,Firefox,10.82.45.0/24,2026-01-27 12:00:00
D006152,iOS,Chrome,10.40.207.0/24,2026-02-09 11:00:00
D006153,Android,Edge,10.207.252.0/24,2026-01-14 20:00:00
D006154,macOS,Firefox,10.33.37.0/24,2026-02-01 10:00:00
D006155,Android,Edge,10.29.216.0/24,2026-01-03 13:00:00
D006156,iOS,Chrome,10.67.160.0/24,2026-01-13 08:00:00
D006157,macOS,Chrome,10.145.195.0/24,2026-02-02 04:00:00
D006158,Android,Edge,10.196.186.0/24,2026-01-14 14:00:00
D006159,iOS,Chrome,10.111.40.0/24,2026-02-12 22:00:00
D006160,macOS,Firefox,10.204.154.0/24,2026-01-30 20:00:00
D006161,Android,Firefox,10.244.82.0/24,2026-01-07 10:00:00
D006162,Windows,Chrome,10.151.155.0/24,2026-01-18 02:00:00
D006163,iOS,Chrome,10.195.105.0/24,2026-01-18 23:00:00
D006164,Android,Firefox,10.206.182.0/24,2026-02-04 22:00:00
D006165,Android,Chrome,10.205.189.0/24,2026-01-14 18:00:00
D006166,Android,Chrome,10.94.12.0/24,2026-01-26 08:00:00
D006167,iOS,Safari,10.69.82.0/24,2026-01-25 17:00:00
D006168,Android,Firefox,10.30.196.0/24,2026-01-29 22:00:00
D006169,iOS,Chrome,10.92.104.0/24,2026-02-14 13:00:00
D006170,Windows,Edge,10.205.67.0/24,2026-01-23 06:00:00
D006171,iOS,Chrome,10.162.103.0/24,2026-01-06 19:00:00
D006172,iOS,Chrome,10.237.200.0/24,2026-01-17 07:00:00
D006173,iOS,Chrome,10.224.43.0/24,2026-01-09 12:00:00
D006174,Android,Firefox,10.135.112.0/24,2026-01-08 00:00:00
D006175,Windows,Firefox,10.212.51.0/24,2026-01-06 09:00:00
D006176,iOS,Chrome,10.150.19.0/24,2026-01-31 00:00:00
D006177,Android,Edge,10.177.140.0/24,2026-01-17 19:00:00
D006178,Android,Edge,10.83.121.0/24,2026-01-22 10:00:00
D006179,iOS,Chrome,10.248.189.0/24,2026-02-08 18:00:00
D006180,Android,Firefox,10.54.14.0/24,2026-01-07 16:00:00
D006181,macOS,Chrome,10.143.109.0/24,2026-02-09 10:00:00
D006182,macOS,Safari,10.154.180.0/24,2026-01-22 12:00:00
D006183,Android,Firefox,10.250.43.0/24,2026-01-11 06:00:00
D006184,Windows,Chrome,10.119.44.0/24,2026-01-07 01:00:00
D006185,Android,Chrome,10.30.101.0/24,2026-01-19 01:00:00
D006186,Linux,Firefox,10.152.54.0/24,2026-02-01 15:00:00
D006187,Android,Chrome,10.107.52.0/24,2026-02-13 14:00:00
D006188,macOS,Safari,10.160.157.0/24,2026-01-15 13:00:00
D006189,iOS,Safari,10.64.52.0/24,2026-01-19 02:00:00
D006190,Android,Firefox,10.120.207.0/24,2026-02-13 03:00:00
D006191,iOS,Safari,10.78.54.0/24,2026-01-17 03:00:00
D006192,iOS,Chrome,10.144.98.0/24,2026-02-11 10:00:00
D006193,Android,Firefox,10.187.232.0/24,2026-01-11 20:00:00
D006194,Android,Firefox,10.112.224.0/24,2026-01-09 01:00:00
D006195,iOS,Safari,10.85.90.0/24,2026-01-14 03:00:00
D006196,Android,Edge,10.42.3.0/24,2026-01-20 07:00:00
D006197,iOS,Chrome,10.220.176.0/24,2026-01-29 07:00:00
D006198,Android,Edge,10.60.140.0/24,2026-01-16 04:00:00
D006199,macOS,Firefox,10.176.38.0/24,2026-01-15 04:00:00
D006200,Android,Edge,10.57.173.0/24,2026-01-09 05:00:00
D006201,Windows,Edge,10.81.231.0/24,2026-02-06 00:00:00
D006202,Android,Edge,10.158.163.0/24,2026-01-08 11:00:00
D006203,iOS,Safari,10.212.169.0/24,2026-02-04 23:00:00
D006204,Android,Chrome,10.50.197.0/24,2026-02-03 00:00:00
D006205,Windows,Edge,10.95.26.0/24,2026-01-29 06:00:00
D006206,Android,Chrome,10.119.215.0/24,2026-01-10 01:00:00
D006207,iOS,Chrome,10.176.190.0/24,2026-02-12 09:00:00
D006208,Android,Chrome,10.207.99.0/24,2026-01-11 22:00:00
D006209,Android,Firefox,10.104.120.0/24,2026-01-26 22:00:00
D006210,Android,Edge,10.125.159.0/24,2026-02-02 09:00:00
D006211,Android,Firefox,10.125.110.0/24,2026-01-13 08:00:00
D006212,Android,Chrome,10.6.21.0/24,2026-01-01 22:00:00
D006213,Android,Chrome,10.83.46.0/24,2026-01-26 14:00:00
D006214,Windows,Edge,10.162.33.0/24,2026-01-07 05:00:00
D006215,iOS,Safari,10.6.7.0/24,2026-01-25 01:00:00
D006216,Windows,Chrome,10.209.52.0/24,2026-01-27 16:00:00
D006217,iOS,Chrome,10.237.196.0/24,2026-01-19 01:00:00
D006218,iOS,Chrome,10.78.99.0/24,2026-01-31 16:00:00
D006219,Android,Edge,10.117.129.0/24,2026-01-01 00:00:00
D006220,Android,Chrome,10.169.203.0/24,2026-01-17 01:00:00
D006221,iOS,Safari,10.116.200.0/24,2026-01-08 01:00:00
D006222,iOS,Safari,10.226.55.0/24,2026-01-18 17:00:00
D006223,Android,Firefox,10.30.168.0/24,2026-01-19 02:00:00
D006224,Android,Firefox,10.157.99.0/24,2026-01-17 10:00:00
D006225,macOS,Safari,10.16.27.0/24,2026-01-25 07:00:00
D006226,Android,Edge,10.27.192.0/24,2026-01-29 21:00:00
D006227,Android,Chrome,10.217.164.0/24,2026-01-02 01:00:00
D006228,Android,Edge,10.58.11.0/24,2026-02-12 05:00:00
D006229,Android,Firefox,10.178.50.0/24,2026-01-18 21:00:00
D006230,Android,Firefox,10.196.88.0/24,2026-01-06 15:00:00
D006231,macOS,Chrome,10.148.120.0/24,2026-02-10 05:00:00
D006232,iOS,Safari,10.87.253.0/24,2026-01-14 10:00:00
D006233,macOS,Safari,10.33.153.0/24,2026-02-11 07:00:00
D006234,iOS,Safari,10.22.153.0/24,2026-02-05 01:00:00
D006235,Android,Firefox,10.156.185.0/24,2026-02-11 04:00:00
D006236,Android,Firefox,10.61.144.0/24,2026-01-02 08:00:00
D006237,Android,Edge,10.230.132.0/24,2026-01-02 18:00:00
D006238,Android,Edge,10.88.199.0/24,2026-01-13 05:00:00
D006239,iOS,Safari,10.194.46.0/24,2026-01-11 05:00:00
D006240,Android,Edge,10.71.131.0/24,2026-02-02 00:00:00
D006241,iOS,Chrome,10.135.37.0/24,2026-01-27 22:00:00
D006242,Android,Edge,10.8.33.0/24,2026-02-04 17:00:00
D006243,Windows,Edge,10.191.133.0/24,2026-01-12 08:00:00
D006244,Linux,Chrome,10.73.246.0/24,2026-01-12 11:00:00
D006245,iOS,Chrome,10.239.119.0/24,2026-01-13 00:00:00
D006246,Android,Firefox,10.39.184.0/24,2026-01-25 01:00:00
D006247,Windows,Chrome,10.200.11.0/24,2026-01-12 12:00:00
D006248,macOS,Safari,10.178.102.0/24,2026-01-01 23:00:00
D006249,Android,Firefox,10.174.234.0/24,2026-01-14 10:00:00
D006250,Windows,Edge,10.20.224.0/24,2026-01-19 06:00:00
D006251,macOS,Firefox,10.31.199.0/24,2026-01-07 11:00:00
D006252,Android,Edge,10.117.216.0/24,2026-01-15 01:00:00
D006253,Windows,Chrome,10.183.212.0/24,2026-01-13 04:00:00
D006254,Windows,Chrome,10.97.123.0/24,2026-01-16 02:00:00
D006255,iOS,Safari,10.246.105.0/24,2026-02-02 15:00:00
D006256,Android,Edge,10.83.232.0/24,2026-02-08 01:00:00
D006257,macOS,Safari,10.231.86.0/24,2026-02-05 13:00:00
D006258,iOS,Chrome,10.97.241.0/24,2026-01-31 17:00:00
D006259,iOS,Chrome,10.73.118.0/24,2026-01-19 10:00:00
D006260,Windows,Edge,10.88.195.0/24,2026-01-11 04:00:00
D006261,Android,Edge,10.22.24.0/24,2026-01-12 02:00:00
D006262,Android,Edge,10.212.146.0/24,2026-02-02 03:00:00
D006263,Android,Edge,10.230.112.0/24,2026-01-12 00:00:00
D006264,Windows,Firefox,10.175.181.0/24,2026-01-31 04:00:00
D006265,Linux,Chrome,10.6.97.0/24,2026-01-22 18:00:00
D006266,Android,Chrome,10.249.237.0/24,2026-01-24 20:00:00
D006267,Android,Chrome,10.87.181.0/24,2026-01-17 06:00:00
D006268,Windows,Chrome,10.221.133.0/24,2026-02-03 05:00:00
D006269,iOS,Safari,10.35.249.0/24,2026-01-26 22:00:00
D006270,iOS,Safari,10.89.238.0/24,2026-01-15 08:00:00
D006271,Android,Edge,10.145.199.0/24,2026-01-03 00:00:00
D006272,iOS,Chrome,10.45.148.0/24,2026-01-30 17:00:00
D006273,Android,Edge,10.239.102.0/24,2026-01-06 04:00:00
D006274,macOS,Chrome,10.2.34.0/24,2026-02-12 22:00:00
D006275,Windows,Firefox,10.180.142.0/24,2026-01-08 11:00:00
D006276,Android,Chrome,10.58.129.0/24,2026-02-06 09:00:00
D006277,iOS,Chrome,10.55.131.0/24,2026-02-07 11:00:00
D006278,Android,Firefox,10.196.214.0/24,2026-02-13 07:00:00
D006279,Android,Firefox,10.109.186.0/24,2026-01-03 02:00:00
D006280,iOS,Safari,10.97.219.0/24,2026-02-14 03:00:00
D006281,iOS,Safari,10.156.77.0/24,2026-01-01 02:00:00
D006282,Android,Firefox,10.32.14.0/24,2026-02-01 11:00:00
D006283,Android,Chrome,10.235.101.0/24,2026-02-05 00:00:00
D006284,Android,Chrome,10.97.40.0/24,2026-02-04 01:00:00
D006285,Windows,Firefox,10.121.75.0/24,2026-01-02 03:00:00
D006286,iOS,Safari,10.53.223.0/24,2026-01-09 05:00:00
D006287,Android,Edge,10.28.81.0/24,2026-01-30 16:00:00
D006288,Windows,Edge,10.77.186.0/24,2026-01-14 03:00:00
D006289,iOS,Safari,10.231.156.0/24,2026-01-18 23:00:00
D006290,Windows,Edge,10.251.193.0/24,2026-01-24 22:00:00
D006291,Android,Firefox,10.19.24.0/24,2026-01-26 05:00:00
D006292,Android,Edge,10.101.133.0/24,2026-01-11 10:00:00
D006293,iOS,Chrome,10.73.118.0/24,2026-01-11 18:00:00
D006294,Android,Firefox,10.133.250.0/24,2026-01-22 04:00:00
D006295,iOS,Chrome,10.98.67.0/24,2026-01-29 23:00:00
D006296,iOS,Safari,10.79.1.0/24,2026-02-03 03:00:00
D006297,iOS,Safari,10.10.160.0/24,2026-01-06 06:00:00
D006298,iOS,Chrome,10.105.57.0/24,2026-01-22 09:00:00
D006299,Android,Firefox,10.111.193.0/24,2026-02-13 03:00:00
D006300,Windows,Firefox,10.153.252.0/24,2026-01-15 16:00:00
D006301,Android,Firefox,10.157.58.0/24,2026-01-07 09:00:00
D006302,iOS,Safari,10.71.26.0/24,2026-01-22 13:00:00
D006303,macOS,Firefox,10.143.225.0/24,2026-01-08 03:00:00
D006304,Android,Firefox,10.132.61.0/24,2026-01-14 17:00:00
D006305,iOS,Chrome,10.114.103.0/24,2026-01-29 21:00:00
D006306,Android,Chrome,10.82.202.0/24,2026-01-21 14:00:00
D006307,Android,Chrome,10.21.168.0/24,2026-01-11 15:00:00
D006308,Android,Edge,10.152.77.0/24,2026-01-04 12:00:00
D006309,macOS,Chrome,10.127.238.0/24,2026-01-18 17:00:00
D006310,Android,Edge,10.50.9.0/24,2026-02-11 12:00:00
D006311,Android,Firefox,10.74.215.0/24,2026-01-13 04:00:00
D006312,iOS,Chrome,10.120.56.0/24,2026-02-03 04:00:00
D006313,iOS,Chrome,10.192.226.0/24,2026-01-23 04:00:00
D006314,Windows,Firefox,10.72.22.0/24,2026-01-03 21:00:00
D006315,Windows,Chrome,10.98.45.0/24,2026-01-11 02:00:00
D006316,Android,Firefox,10.209.130.0/24,2026-02-06 20:00:00
D006317,Windows,Chrome,10.113.194.0/24,2026-01-15 16:00:00
D006318,iOS,Safari,10.48.209.0/24,2026-02-10 20:00:00
