dispute_id,order_id,account_id,dispute_created_at,dispute_phase,dispute_reason_code,dispute_reason_category,respond_by,proof_of_service,explanation_letter,refund_confirmation,access_activity_log,refund_cancellation_policy,terms_and_conditions
DIS0000181,ORD0025786,A013813,2026-01-21 21:41:46.715285554,arbitration,not_as_described,,2026-01-28 21:41:46.715285554,True,False,True,False,False,True
DIS0000182,ORD0025802,A013819,2026-02-23 18:43:55.454381901,arbitration,item_not_received,,2026-03-01 00:00:00.000000000,True,False,False,False,True,False
DIS0000183,ORD0025822,A013828,2026-01-29 19:22:13.071181382,retrieval,duplicate_charge,,2026-02-05 19:22:13.071181382,True,True,True,True,True,True
DIS0000184,ORD0025861,A013852,2026-02-17 12:48:23.895831457,retrieval,item_not_received,,2026-02-24 12:48:23.895831457,True,False,False,False,False,True
DIS0000185,ORD0025914,A013881,2026-02-13 13:11:13.554469580,retrieval,unauthorized_transaction,,2026-02-20 13:11:13.554469580,False,True,True,False,False,True
DIS0000186,ORD0025975,A013910,2026-02-02 12:17:25.234896411,retrieval,item_not_received,,2026-02-09 12:17:25.234896411,True,False,True,False,True,False
DIS0000187,ORD0026069,A013955,2026-02-05 21:05:30.750365883,retrieval,item_not_received,,2026-02-12 21:05:30.750365883,True,True,False,False,False,False
DIS0000188,ORD0026172,A014008,2026-02-05 19:16:19.476809486,retrieval,duplicate_charge,,2026-02-12 19:16:19.476809486,True,True,True,False,True,False
DIS0000189,ORD0026249,A014043,2026-02-19 12:24:28.050281515,arbitration,not_as_described,,2026-02-26 12:24:28.050281515,True,True,True,True,True,True
DIS0000190,ORD0026477,A014169,2026-02-02 01:10:40.911475565,retrieval,item_not_received,,2026-02-09 01:10:40.911475565,True,False,True,True,False,True
DIS0000191,ORD0026478,A014169,2026-02-04 08:20:41.387358645,pre_arbitration,unauthorized_transaction,,2026-02-11 08:20:41.387358645,True,True,True,True,True,True
DIS0000192,ORD0026745,A014322,2026-01-31 14:31:55.630119682,retrieval,unauthorized_transaction,,2026-02-07 14:31:55.630119682,True,True,True,False,True,True
DIS0000193,ORD0027088,A014487,2026-01-27 00:39:36.894524040,retrieval,unauthorized_transaction,,2026-02-03 00:39:36.894524040,True,True,True,True,True,True
DIS0000194,ORD0027128,A014503,2026-02-06 16:40:41.889224314,retrieval,not_as_described,,2026-02-13 16:40:41.889224314,False,True,True,False,True,False
DIS0000195,ORD0027175,A014526,2026-02-02 17:43:24.371506801,pre_arbitration,unauthorized_transaction,,2026-02-09 17:43:24.371506801,True,True,True,True,True,True
DIS0000196,ORD0027212,A014540,2026-02-18 19:57:16.227646261,retrieval,not_as_described,,2026-02-25 19:57:16.227646261,False,False,False,False,True,True
DIS0000197,ORD0027277,A014575,2026-02-21 11:46:51.190474878,retrieval,not_as_described,,2026-02-28 11:46:51.190474878,True,True,False,True,True,False
DIS0000198,ORD0027528,A014694,2026-02-10 22:22:46.875182918,pre_arbitration,item_not_received,,2026-02-17 22:22:46.875182918,True,True,True,False,True,True
DIS0000199,ORD0027607,A014733,2026-01-22 20:50:44.137373905,retrieval,duplicate_charge,,2026-01-29 20:50:44.137373905,False,False,True,True,False,False
DIS0000200,ORD0027743,A014804,2026-02-02 20:53:39.355840187,pre_arbitration,duplicate_charge,,2026-02-09 20:53:39.355840187,True,False,True,True,True,True
DIS0000201,ORD0027914,A014888,2026-02-02 01:10:57.503728482,retrieval,duplicate_charge,,2026-02-09 01:10:57.503728482,True,False,True,True,True,True
DIS0000202,ORD0027929,A014900,2026-02-10 22:38:35.096964062,retrieval,item_not_received,,2026-02-17 22:38:35.096964062,True,True,True,False,True,False
DIS0000203,ORD0028034,A014969,2026-02-01 08:11:22.246014712,retrieval,not_as_described,,2026-02-08 08:11:22.246014712,False,False,True,False,True,False
DIS0000204,ORD0028194,A015050,2026-02-23 08:18:44.479680618,retrieval,item_not_received,,2026-03-01 00:00:00.000000000,False,True,False,True,True,False
DIS0000205,ORD0028595,A015248,2026-01-09 02:01:05.110900490,retrieval,item_not_received,,2026-01-16 02:01:05.110900490,False,True,False,False,True,True
DIS0000206,ORD0028804,A015353,2026-02-21 09:17:28.350106192,pre_arbitration,not_as_described,,2026-02-28 09:17:28.350106192,True,False,True,True,False,True
DIS0000207,ORD0028900,A015409,2026-02-06 17:58:47.642360426,retrieval,unauthorized_transaction,,2026-02-13 17:58:47.642360426,False,False,False,False,True,True
DIS0000208,ORD0028972,A015444,2026-01-24 09:23:28.373658771,pre_arbitration,not_as_described,,2026-01-31 09:23:28.373658771,True,True,False,False,False,False
DIS0000209,ORD0029325,A015627,2026-02-14 21:13:57.151377405,retrieval,duplicate_charge,,2026-02-21 21:13:57.151377405,True,False,True,True,False,True
DIS0000210,ORD0029406,A015666,2026-02-10 13:51:27.958486214,retrieval,unauthorized_transaction,,2026-02-17 13:51:27.958486214,True,False,False,False,True,True
DIS0000211,ORD0029443,A015683,2026-02-23 06:35:51.678900208,retrieval,item_not_received,,2026-03-01 00:00:00.000000000,True,False,True,False,True,True
DIS0000212,ORD0029545,A015730,2026-01-21 16:59:56.791731876,pre_arbitration,unauthorized_transaction,,2026-01-28 16:59:56.791731876,False,False,False,True,True,True
DIS0000213,ORD0029604,A015761,2026-02-13 15:10:19.158713689,pre_arbitration,item_not_received,,2026-02-20 15:10:19.158713689,False,True,False,True,False,True
DIS0000214,ORD0029687,A015809,2026-02-05 09:26:18.485301272,retrieval,item_not_received,,2026-02-12 09:26:18.485301272,True,False,True,True,True,True
DIS0000215,ORD0029761,A015847,2026-02-09 04:42:32.019452823,retrieval,item_not_received,,2026-02-16 04:42:32.019452823,True,False,False,True,False,False
DIS0000216,ORD0029771,A015849,2026-02-09 20:54:08.329738682,retrieval,item_not_received,,2026-02-16 20:54:08.329738682,True,False,False,False,False,True
DIS0000217,ORD0029977,A015966,2026-02-01 18:11:49.910062172,retrieval,item_not_received,,2026-02-08 18:11:49.910062172,True,False,True,True,True,True
DIS0000218,ORD0030097,A016029,2026-01-25 06:46:37.890888049,pre_arbitration,item_not_received,,2026-02-01 06:46:37.890888049,False,False,True,False,True,True
DIS0000219,ORD0030568,A016269,2026-02-15 07:32:24.749173921,pre_arbitration,duplicate_charge,,2026-02-22 07:32:24.749173921,True,False,True,True,True,False
DIS0000220,ORD0030615,A016290,2026-02-07 12:25:27.128195740,retrieval,item_not_received,,2026-02-14 12:25:27.128195740,True,True,False,True,True,True
DIS0000221,ORD0030795,A016379,2026-02-05 17:00:48.789019885,retrieval,item_not_received,,2026-02-12 17:00:48.789019885,True,True,True,True,True,True
DIS0000222,ORD0031161,A016581,2026-02-08 13:43:51.953875581,retrieval,duplicate_charge,,2026-02-15 13:43:51.953875581,True,True,True,True,True,True
DIS0000223,ORD0031577,A016811,2026-02-06 15:04:22.744754945,retrieval,not_as_described,,2026-02-13 15:04:22.744754945,True,False,True,True,True,True
DIS0000224,ORD0031590,A016818,,,,customer_dispute,,False,True,True,True,True,False
DIS0000225,ORD0031676,A016862,2026-02-04 06:49:46.738088834,retrieval,item_not_received,,2026-02-11 06:49:46.738088834,True,True,True,True,True,True
DIS0000226,ORD0031821,A016939,2026-01-15 07:33:23.029986625,pre_arbitration,item_not_received,,2026-01-22 07:33:23.029986625,False,True,False,False,False,True
DIS0000227,ORD0031964,A017009,2026-01-30 20:25:09.278245989,retrieval,unauthorized_transaction,,2026-02-06 20:25:09.278245989,True,True,False,False,False,True
DIS0000228,ORD0031969,A017013,2026-02-17 00:58:29.179876569,retrieval,unauthorized_transaction,,2026-02-24 00:58:29.179876569,True,True,True,True,True,False
DIS0000229,ORD0032032,A017047,2026-02-06 22:36:11.814569259,pre_arbitration,duplicate_charge,,2026-02-13 22:36:11.814569259,True,True,True,True,True,True
DIS0000230,ORD0032048,A017061,2026-02-01 03:09:15.242195275,retrieval,item_not_received,,2026-02-08 03:09:15.242195275,False,True,True,False,True,True
DIS0000231,ORD0032098,A017086,2026-01-22 12:02:59.271619024,pre_arbitration,item_not_received,,2026-01-29 12:02:59.271619024,True,False,True,True,True,False
DIS0000232,ORD0032237,A017158,2026-02-18 20:23:58.258098347,retrieval,not_as_described,,2026-02-25 20:23:58.258098347,True,True,False,False,True,True
DIS0000233,ORD0032362,A017220,2026-01-22 13:58:44.909611294,pre_arbitration,item_not_received,,2026-01-29 13:58:44.909611294,False,True,True,True,True,True
DIS0000234,ORD0032550,A017325,2026-01-08 10:22:41.411156903,pre_arbitration,item_not_received,,2026-01-15 10:22:41.411156903,True,False,False,True,True,False
DIS0000235,ORD0032612,A017360,2026-01-25 08:12:26.685765184,retrieval,not_as_described,,2026-02-01 08:12:26.685765184,True,True,True,False,True,True
DIS0000236,ORD0032786,A017461,2026-02-10 14:31:23.021283877,retrieval,item_not_received,,2026-02-17 14:31:23.021283877,True,True,True,False,False,True
DIS0000237,ORD0032979,A017555,2026-02-07 09:08:37.496581858,arbitration,not_as_described,,2026-02-14 09:08:37.496581858,True,True,True,False,True,True
DIS0000238,ORD0033047,A017597,2026-02-15 22:32:08.561266338,retrieval,item_not_received,,2026-02-22 22:32:08.561266338,False,True,False,True,True,True
DIS0000239,ORD0033409,A017786,2026-01-30 04:43:57.212378236,pre_arbitration,item_not_received,,2026-02-06 04:43:57.212378236,False,False,True,True,True,True
DIS0000240,ORD0033454,A017809,2026-02-11 23:49:16.307663115,pre_arbitration,item_not_received,,2026-02-18 23:49:16.307663115,True,False,True,True,True,False
DIS0000241,ORD0033471,A017818,,,,customer_dispute,,True,True,True,True,True,True
DIS0000242,ORD0033498,A017827,2026-02-01 18:36:12.709194888,pre_arbitration,item_not_received,,2026-02-08 18:36:12.709194888,False,True,True,True,True,True
DIS0000243,ORD0033646,A017899,2026-01-20 21:44:51.148481241,arbitration,not_as_described,,2026-01-27 21:44:51.148481241,True,True,False,False,True,True
DIS0000244,ORD0033687,A017913,2026-02-15 18:18:51.083648667,retrieval,unauthorized_transaction,,2026-02-22 18:18:51.083648667,True,False,False,False,True,True
DIS0000245,ORD0033818,A017998,2026-01-23 08:45:43.639641230,retrieval,not_as_described,,2026-01-30 08:45:43.639641230,False,True,False,True,True,True
DIS0000246,ORD0034103,A018137,2026-02-01 18:16:33.260509473,pre_arbitration,not_as_described,,2026-02-08 18:16:33.260509473,False,False,True,False,False,True
DIS0000247,ORD0034219,A018202,2026-02-14 00:41:08.323198295,retrieval,not_as_described,,2026-02-21 00:41:08.323198295,True,True,True,True,True,True
DIS0000248,ORD0034304,A018245,2026-02-06 09:10:14.128700351,pre_arbitration,item_not_received,,2026-02-13 09:10:14.128700351,True,False,True,False,True,False
DIS0000249,ORD0034620,A018412,2026-02-08 02:12:19.792475937,retrieval,not_as_described,,2026-02-15 02:12:19.792475937,False,False,True,True,True,True
DIS0000250,ORD0034637,A018418,2026-02-13 20:08:48.507220275,retrieval,item_not_received,,2026-02-20 20:08:48.507220275,False,False,True,True,True,True
DIS0000251,ORD0035549,A018927,2026-01-18 08:46:57.922001698,pre_arbitration,duplicate_charge,,2026-01-25 08:46:57.922001698,True,False,False,False,True,False
DIS0000252,ORD0035599,A018945,2026-01-29 03:45:00.075517554,retrieval,item_not_received,,2026-02-05 03:45:00.075517554,False,False,False,False,True,True
DIS0000253,ORD0035985,A019148,2026-02-21 14:03:19.706539363,pre_arbitration,not_as_described,,2026-02-28 14:03:19.706539363,True,True,True,False,True,True
DIS0000254,ORD0036046,A019188,2026-02-07 21:58:49.792376266,retrieval,item_not_received,,2026-02-14 21:58:49.792376266,True,True,True,False,True,True
DIS0000255,ORD0036066,A019201,2026-02-01 11:31:50.319104461,pre_arbitration,item_not_received,,2026-02-08 11:31:50.319104461,True,True,False,False,True,True
DIS0000256,ORD0036097,A019221,2026-02-19 19:44:42.248639545,pre_arbitration,item_not_received,,2026-02-26 19:44:42.248639545,False,True,True,False,True,True
DIS0000257,ORD0036197,A019275,2026-02-07 04:50:46.198553102,retrieval,unauthorized_transaction,,2026-02-14 04:50:46.198553102,True,True,True,True,False,False
DIS0000258,ORD0036419,A019389,2026-02-03 23:00:08.494333251,pre_arbitration,item_not_received,,2026-02-10 23:00:08.494333251,True,True,True,False,True,True
DIS0000259,ORD0036517,A019439,2026-01-19 02:25:57.047693444,pre_arbitration,unauthorized_transaction,,2026-01-26 02:25:57.047693444,True,False,False,True,True,True
DIS0000260,ORD0036785,A019582,2026-02-07 21:38:18.248729850,retrieval,item_not_received,,2026-02-14 21:38:18.248729850,True,True,True,True,True,False
DIS0000261,ORD0037048,A019724,2026-01-29 05:24:46.058132550,retrieval,item_not_received,,2026-02-05 05:24:46.058132550,True,True,True,False,True,True
DIS0000262,ORD0037199,A019798,2026-02-17 08:20:53.348457526,retrieval,item_not_received,,2026-02-24 08:20:53.348457526,True,True,True,False,True,True
DIS0000263,ORD0037232,A019813,2026-02-10 19:23:03.367412440,arbitration,not_as_described,,2026-02-17 19:23:03.367412440,False,True,True,False,True,True
DIS0000264,ORD0037351,A019881,2026-02-04 10:55:12.974879805,pre_arbitration,duplicate_charge,,2026-02-11 10:55:12.974879805,False,False,True,True,False,True
DIS0000265,ORD0037638,A020032,2026-01-31 10:38:00.455780493,retrieval,item_not_received,,2026-02-07 10:38:00.455780493,True,True,False,False,False,True
DIS0000266,ORD0037749,A020079,2026-01-22 15:30:23.819885064,pre_arbitration,unauthorized_transaction,,2026-01-29 15:30:23.819885064,True,True,False,False,True,True
DIS0000267,ORD0037769,A020092,2026-02-02 19:25:11.411314242,retrieval,item_not_received,,2026-02-09 19:25:11.411314242,False,True,False,True,True,False
DIS0000268,ORD0037775,A020098,2026-02-01 12:58:32.167181410,retrieval,not_as_described,,2026-02-08 12:58:32.167181410,True,True,True,True,True,True
DIS0000269,ORD0037997,A020223,2026-02-03 02:14:54.120153262,pre_arbitration,not_as_described,,2026-02-10 02:14:54.120153262,True,False,False,False,True,True
DIS0000270,ORD0038031,A020240,2026-02-21 19:37:45.678853994,retrieval,item_not_received,,2026-02-28 19:37:45.678853994,False,False,False,False,True,False
DIS0000271,ORD0038037,A020243,2026-02-06 22:49:05.135295668,arbitration,duplicate_charge,,2026-02-13 22:49:05.135295668,True,False,False,False,True,True
DIS0000272,ORD0038119,A020278,2026-02-08 10:40:01.928005309,retrieval,item_not_received,,2026-02-15 10:40:01.928005309,False,False,True,True,True,True
DIS0000273,ORD0038148,A020292,2026-01-27 13:50:01.323402007,retrieval,item_not_received,,2026-02-03 13:50:01.323402007,True,False,True,False,True,True
DIS0000274,ORD0038297,A020377,2026-02-03 10:29:55.481997079,retrieval,item_not_received,,2026-02-10 10:29:55.481997079,True,True,False,True,True,True
DIS0000275,ORD0038393,A020423,2026-02-12 02:01:08.692759404,arbitration,not_as_described,,2026-02-19 02:01:08.692759404,True,True,True,False,False,False
DIS0000276,ORD0038427,A020444,2026-02-11 06:55:59.233748079,retrieval,item_not_received,,2026-02-18 06:55:59.233748079,False,False,True,True,True,True
DIS0000277,ORD0038462,A020468,2026-02-12 21:39:13.251673737,pre_arbitration,not_as_described,,2026-02-19 21:39:13.251673737,True,True,False,True,True,True
DIS0000278,ORD0038802,A020667,2026-02-17 05:20:06.829270339,retrieval,unauthorized_transaction,,2026-02-24 05:20:06.829270339,True,True,False,True,False,True
DIS0000279,ORD0038855,A020701,2026-02-06 00:55:36.860093604,retrieval,duplicate_charge,,2026-02-13 00:55:36.860093604,True,True,False,True,True,True
DIS0000280,ORD0038876,A020710,2026-02-16 09:00:07.986349049,retrieval,item_not_received,,2026-02-23 09:00:07.986349049,True,True,True,True,False,True
DIS0000281,ORD0039225,A020897,2026-02-03 03:29:21.348999249,pre_arbitration,duplicate_charge,,2026-02-10 03:29:21.348999249,True,True,True,False,True,False
DIS0000282,ORD0039392,A020984,2026-02-09 02:10:45.077963739,arbitration,not_as_described,,2026-02-16 02:10:45.077963739,True,False,True,False,True,True
DIS0000283,ORD0039577,A021077,2026-02-12 04:44:46.399686745,retrieval,duplicate_charge,,2026-02-19 04:44:46.399686745,True,True,True,True,True,True
DIS0000284,ORD0039640,A021116,2026-02-12 03:11:45.814477099,pre_arbitration,duplicate_charge,,2026-02-19 03:11:45.814477099,True,True,False,False,True,True
DIS0000285,ORD0040005,A021312,2026-01-19 11:36:26.771595591,retrieval,not_as_described,,2026-01-26 11:36:26.771595591,True,True,True,False,True,True
DIS0000286,ORD0040048,A021332,2026-02-21 20:30:48.516868849,retrieval,item_not_received,,2026-02-28 20:30:48.516868849,True,False,True,True,True,True
DIS0000287,ORD0040155,A021395,2026-02-10 20:01:11.961861296,pre_arbitration,item_not_received,,2026-02-17 20:01:11.961861296,True,False,True,False,True,True
DIS0000288,ORD0040371,A021498,2026-02-10 05:23:50.898577421,retrieval,unauthorized_transaction,,2026-02-17 05:23:50.898577421,True,True,True,True,True,True
DIS0000289,ORD0040506,A021563,2026-02-09 02:33:15.083974291,pre_arbitration,not_as_described,,2026-02-16 02:33:15.083974291,False,True,True,True,True,True
DIS0000290,ORD0040589,A021602,2026-01-26 23:24:13.909175933,retrieval,not_as_described,,2026-02-02 23:24:13.909175933,True,True,True,True,True,False
DIS0000291,ORD0041330,A022017,2026-02-01 18:46:46.896308343,pre_arbitration,item_not_received,,2026-02-08 18:46:46.896308343,True,False,False,False,True,True
DIS0000292,ORD0041365,A022033,2026-02-11 23:30:07.513403594,pre_arbitration,not_as_described,,2026-02-18 23:30:07.513403594,False,False,True,False,True,True
DIS0000293,ORD0041495,A022095,2026-02-11 18:29:21.832623207,retrieval,item_not_received,,2026-02-18 18:29:21.832623207,True,True,False,True,True,False
DIS0000294,ORD0041504,A022101,2026-02-21 21:10:05.310207454,pre_arbitration,duplicate_charge,,2026-02-28 21:10:05.310207454,True,True,True,False,True,True
DIS0000295,ORD0041519,A022108,2026-02-05 00:17:03.833578296,retrieval,item_not_received,,2026-02-12 00:17:03.833578296,False,True,True,True,False,False
DIS0000296,ORD0041585,A022144,2026-02-19 09:36:01.777014217,retrieval,not_as_described,,2026-02-26 09:36:01.777014217,False,False,False,True,True,True
DIS0000297,ORD0041603,A022155,2026-02-10 05:38:30.201703846,retrieval,not_as_described,,2026-02-17 05:38:30.201703846,True,False,True,True,False,True
DIS0000298,ORD0041713,A022212,2026-01-27 19:30:48.765483675,retrieval,item_not_received,,2026-02-03 19:30:48.765483675,True,False,True,True,True,True
DIS0000299,ORD0041813,A022267,2026-02-14 10:03:55.751574501,retrieval,item_not_received,,2026-02-21 10:03:55.751574501,True,False,True,True,True,True
DIS0000300,ORD0041815,A022268,2026-01-18 21:17:22.451358084,retrieval,item_not_received,,2026-01-25 21:17:22.451358084,True,False,False,False,True,True
DIS0000301,ORD0042126,A022429,2026-02-24 02:11:52.800815847,pre_arbitration,item_not_received,,2026-03-01 00:00:00.000000000,False,True,True,True,True,True
DIS0000302,ORD0042265,A022509,2026-01-31 15:20:10.059854450,pre_arbitration,item_not_received,,2026-02-07 15:20:10.059854450,True,True,False,True,False,True
DIS0000303,ORD0042307,A022531,2026-02-22 04:21:21.172059417,retrieval,item_not_received,,2026-03-01 00:00:00.000000000,True,False,False,False,True,True
DIS0000304,ORD0042528,A022642,2026-02-13 23:51:10.333427783,retrieval,item_not_received,,2026-02-20 23:51:10.333427783,True,True,True,True,True,True
DIS0000305,ORD0042760,A022777,2026-01-27 20:18:13.209086334,retrieval,item_not_received,,2026-02-03 20:18:13.209086334,True,False,True,False,True,True
DIS0000306,ORD0042896,A022851,2026-02-04 07:04:09.472851218,retrieval,item_not_received,,2026-02-11 07:04:09.472851218,True,True,True,False,True,True
DIS0000307,ORD0043039,A022935,2026-02-08 02:09:00.410426514,pre_arbitration,not_as_described,,2026-02-15 02:09:00.410426514,True,True,True,True,False,True
DIS0000308,ORD0043193,A023020,2026-02-05 17:56:33.654665318,retrieval,item_not_received,,2026-02-12 17:56:33.654665318,True,False,True,True,True,True
DIS0000309,ORD0043254,A023049,,,,customer_dispute,,True,False,True,False,True,True
DIS0000310,ORD0043270,A023057,2026-01-23 09:50:25.064837213,retrieval,item_not_received,,2026-01-30 09:50:25.064837213,True,False,False,True,True,True
DIS0000311,ORD0043346,A023099,2026-02-25 14:23:26.448166099,retrieval,item_not_received,,2026-03-01 00:00:00.000000000,False,False,True,True,True,True
DIS0000312,ORD0043446,A023151,2026-01-28 10:34:45.344607976,pre_arbitration,not_as_described,,2026-02-04 10:34:45.344607976,True,False,True,False,False,True
DIS0000313,ORD0044052,A023501,2026-02-19 12:17:11.059124860,pre_arbitration,item_not_received,,2026-02-26 12:17:11.059124860,True,False,False,False,True,True
DIS0000314,ORD0044290,A023631,2026-02-05 12:46:39.506470934,arbitration,unauthorized_transaction,,2026-02-12 12:46:39.506470934,False,False,True,False,True,False
DIS0000315,ORD0044365,A023670,2026-01-31 01:36:47.954601201,pre_arbitration,item_not_received,,2026-02-07 01:36:47.954601201,False,False,True,False,False,True
DIS0000316,ORD0044622,A023817,2026-02-06 08:45:00.074494758,retrieval,item_not_received,,2026-02-13 08:45:00.074494758,True,False,False,False,True,False
DIS0000317,ORD0045024,A024012,2026-02-09 04:32:46.602723059,retrieval,item_not_received,,2026-02-16 04:32:46.602723059,True,True,False,True,True,True
DIS0000318,ORD0045417,A024220,2026-02-13 08:03:52.536525353,retrieval,duplicate_charge,,2026-02-20 08:03:52.536525353,True,False,True,True,True,True
DIS0000319,ORD0045584,A024302,2026-01-19 08:19:45.485041652,retrieval,item_not_received,,2026-01-26 08:19:45.485041652,False,True,True,False,False,True
DIS0000320,ORD0046358,A024749,2026-02-10 02:52:53.296749844,retrieval,not_as_described,,2026-02-17 02:52:53.296749844,True,True,False,False,True,False
DIS0000321,ORD0046386,A024767,2026-01-25 22:09:44.609317447,retrieval,item_not_received,,2026-02-01 22:09:44.609317447,True,False,True,True,False,True
DIS0000322,ORD0046465,A024808,2026-02-02 04:58:33.404109358,retrieval,unauthorized_transaction,,2026-02-09 04:58:33.404109358,True,True,False,True,True,False
DIS0000323,ORD0046786,A024974,,,,customer_dispute,,False,False,True,True,False,False
DIS0000324,ORD0046823,A024992,2026-02-12 21:58:22.658992630,pre_arbitration,item_not_received,,2026-02-19 21:58:22.658992630,True,False,False,True,True,True
DIS0000325,ORD0047043,A025117,2026-01-31 16:59:23.810383631,retrieval,not_as_described,,2026-02-07 16:59:23.810383631,True,False,True,False,True,True
DIS0000326,ORD0047110,A025148,2026-01-20 20:13:52.750601711,retrieval,item_not_received,,2026-01-27 20:13:52.750601711,True,True,True,True,True,True
DIS0000327,ORD0047216,A025212,2026-02-21 17:57:05.471770252,pre_arbitration,item_not_received,,2026-02-28 17:57:05.471770252,True,False,True,True,True,True
DIS0000328,ORD0047395,A025315,2026-02-14 08:00:03.173491765,retrieval,item_not_received,,2026-02-21 08:00:03.173491765,False,True,False,True,True,False
DIS0000329,ORD0047442,A025341,2026-02-03 05:08:23.637892969,pre_arbitration,item_not_received,,2026-02-10 05:08:23.637892969,True,True,True,False,True,True
DIS0000330,ORD0047520,A025380,2026-01-20 20:04:07.909491637,pre_arbitration,unauthorized_transaction,,2026-01-27 20:04:07.909491637,False,True,True,False,True,False
DIS0000331,ORD0047582,A025412,2026-02-20 21:46:02.089879770,arbitration,not_as_described,,2026-02-27 21:46:02.089879770,True,True,True,True,True,True
DIS0000332,ORD0047724,A025492,2026-02-08 06:26:31.324203218,retrieval,not_as_described,,2026-02-15 06:26:31.324203218,True,True,True,True,True,True
DIS0000333,ORD0047809,A025534,2026-02-07 18:25:45.749025094,retrieval,not_as_described,,2026-02-14 18:25:45.749025094,False,True,True,False,True,True
DIS0000334,ORD0048282,A025792,2026-02-28 13:55:22.194992358,pre_arbitration,item_not_received,,2026-03-01 00:00:00.000000000,False,True,True,True,True,True
DIS0000335,ORD0048327,A025816,2026-02-27 18:45:07.526817475,retrieval,duplicate_charge,,2026-03-01 00:00:00.000000000,True,False,True,False,True,True
DIS0000336,ORD0048543,A025935,2026-01-29 18:04:05.075636385,retrieval,unauthorized_transaction,,2026-02-05 18:04:05.075636385,False,True,True,False,False,True
DIS0000337,ORD0048709,A026013,2026-02-19 18:20:11.273447958,retrieval,not_as_described,,2026-02-26 18:20:11.273447958,True,False,True,False,True,True
DIS0000338,ORD0048995,A026188,2026-01-30 08:49:09.733192539,pre_arbitration,item_not_received,,2026-02-06 08:49:09.733192539,True,True,True,True,True,True
DIS0000339,ORD0048998,A026188,2026-02-09 20:22:29.934315282,retrieval,not_as_described,,2026-02-16 20:22:29.934315282,True,True,True,False,True,True
DIS0000340,ORD0049023,A026204,2026-02-04 07:11:06.695716204,arbitration,unauthorized_transaction,,2026-02-11 07:11:06.695716204,True,True,True,False,True,True
DIS0000341,ORD0049039,A026213,2026-02-24 01:19:32.157757893,arbitration,duplicate_charge,,2026-03-01 00:00:00.000000000,False,False,True,False,True,False
DIS0000342,ORD0049194,A026283,2026-01-23 09:04:22.547779003,pre_arbitration,item_not_received,,2026-01-30 09:04:22.547779003,True,False,False,True,True,True
DIS0000343,ORD0049235,A026307,2026-02-16 20:16:19.056703793,retrieval,not_as_described,,2026-02-23 20:16:19.056703793,True,False,False,True,True,True
DIS0000344,ORD0049740,A026578,2026-02-04 15:50:31.292288036,arbitration,not_as_described,,2026-02-11 15:50:31.292288036,True,False,True,False,False,True
DIS0000345,ORD0049824,A026624,2026-02-19 21:17:30.042954510,retrieval,item_not_received,,2026-02-26 21:17:30.042954510,False,True,True,True,True,False
DIS0000346,ORD0049934,A026681,2026-02-10 12:12:55.408423144,pre_arbitration,item_not_received,,2026-02-17 12:12:55.408423144,False,True,False,False,True,True
DIS0000347,ORD0049949,A026689,2026-01-23 06:12:08.290736218,pre_arbitration,not_as_described,,2026-01-30 06:12:08.290736218,True,True,True,False,True,True
DIS0000348,ORD0049970,A026699,2026-02-01 11:27:52.483456773,arbitration,item_not_received,,2026-02-08 11:27:52.483456773,True,True,True,False,False,True
DIS0000349,ORD0050346,A026904,2026-01-31 09:00:08.450144360,retrieval,duplicate_charge,,2026-02-07 09:00:08.450144360,False,True,False,False,True,False
DIS0000350,ORD0050421,A026943,2026-02-09 11:41:04.317882828,retrieval,item_not_received,,2026-02-16 11:41:04.317882828,True,True,True,False,False,True
DIS0000351,ORD0050526,A026994,2026-01-28 18:28:23.031279328,retrieval,not_as_described,,2026-02-04 18:28:23.031279328,True,True,True,False,False,True
DIS0000352,ORD0050535,A027002,2026-02-12 06:02:42.828161761,retrieval,not_as_described,,2026-02-19 06:02:42.828161761,True,True,True,True,True,True
DIS0000353,ORD0050671,A027070,2026-02-18 00:25:11.004382369,pre_arbitration,item_not_received,,2026-02-25 00:25:11.004382369,True,False,True,False,False,True
DIS0000354,ORD0050754,A027111,2026-02-13 01:39:24.386247045,retrieval,unauthorized_transaction,,2026-02-20 01:39:24.386247045,True,True,True,False,True,True
DIS0000355,ORD0050865,A027163,2026-02-10 12:31:29.753187362,arbitration,item_not_received,,2026-02-17 12:31:29.753187362,True,True,False,False,True,True
DIS0000356,ORD0051001,A027228,2026-02-09 08:28:44.365591210,retrieval,item_not_received,,2026-02-16 08:28:44.365591210,True,True,True,True,True,False
DIS0000357,ORD0051012,A027232,2026-01-31 21:50:08.871701941,arbitration,item_not_received,,2026-02-07 21:50:08.871701941,True,False,False,True,True,True
DIS0000358,ORD0051028,A027239,2026-01-29 05:43:12.038523842,arbitration,not_as_described,,2026-02-05 05:43:12.038523842,False,True,True,True,True,True
DIS0000359,ORD0051208,A027325,2026-02-16 08:07:12.583817023,retrieval,item_not_received,,2026-02-23 08:07:12.583817023,True,True,True,False,True,True
DIS0000360,ORD0051239,A027343,2026-01-18 18:03:18.025955875,retrieval,item_not_received,,2026-01-25 18:03:18.025955875,True,True,False,False,True,False
