account_id,total_orders,total_amount,avg_order_value,distinct_devices,distinct_addresses,distinct_phones,distinct_payment_instruments,total_delivered_orders,total_pending_orders,coupon_usage_rate,discount_dependency_score,distinct_coupon_count,max_discount_ratio,rare_coupon_count,total_returns,avg_return_lag_hours,total_refunds,total_refund_amount,total_disputes,total_failed_orders,return_rate,refund_rate,dispute_rate,account_age_days,orders_last_24h,orders_last_7d,orders_last_30d,refunds_last_24h,refunds_last_7d,refunds_last_30d,return_rate_last_30d,account_lifetime_days,avg_order_gap_days,recent_activity_ratio,evening_order_ratio,transaction_burst_score,refund_burst_score,account_creation_burst_score,accounts_per_device,shared_device_count,accounts_per_address,shared_address_count,accounts_per_phone,shared_phone_count,accounts_per_instrument,shared_instrument_count,has_shared_device_and_address,has_shared_payment_and_phone,shared_entity_types_count,shared_ip_prefix_count,degree_centrality,eigenvector_centrality,pagerank,triangle_count,clustering_coefficient,connected_component_size,shared_edge_count,shared_edge_weight_sum,edge_shares_device,edge_shares_payment,edge_shares_phone,edge_shares_address,edge_shares_ip,edge_shares_coupon,community_id,community_size,community_return_rate,community_refund_rate,community_avg_order_value,community_total_orders,community_avg_dispute_rate,community_max_return_rate,community_avg_coupon_usage,neighbor_avg_return_rate,looks_bargain,looks_office
A006359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.458333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,1522,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A006360,1.0,3450.0,3450.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0493333333333333,1.0,0.0493333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.657638888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.00013333777792593087,9.57328934421282e-06,3.20222729531494e-05,1,0.03333333333333333,23658,4,2.4,1,0,1,0,0,2,28,263,0.17003687060721281,0.15989896246550236,5999.712953818467,810.0,0.01024503591043515,1.0,0.13847176271130643,0.0625,1,1
A006361,1.0,2120.0,2120.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15.19097222222222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.00010000333344444814,4.462422465144759e-06,2.4609183951413544e-05,1,0.2333333333333333,23658,3,2.4,0,1,0,2,0,0,12,317,0.14728225682484355,0.13694226383500832,5755.221624677461,1015.0,0.005633168093735917,1.0,0.1828130246899963,0.12962962962962962,0,1
A006362,6.0,55780.0,9296.666666666666,1.0,1.0,1.0,1.0,6.0,0.0,0.1666666666666666,0.041731884057971,1.0,0.2503913043478261,1.0,3.0,56.0,3.0,38030.0,0.0,0,0.5,0.5,0.0,42.25555555555555,0.0,0.0,4.0,0.0,0.0,3.0,0.75,24.27797890767056,4.855595781534109,0.0,0.0,0.0,0.0,51.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0001666722224074136,8.275974658193306e-07,4.057519791937725e-05,1,0.06999999999999999,23658,5,3.6,0,1,1,2,0,1,11,317,0.15617007423001114,0.1458425993914953,5701.648520949783,930.0,0.01074413669050893,1.0,0.19328161323429463,0.2571428571428571,0,0
A006363,4.0,51740.0,12935.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,26.569444444444443,0.0,1.0,4.0,0.0,0.0,0.0,0.0,21.259759890706874,7.086586630235625,0.25,0.5,0.0,0.0,132.0,1.5,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.00013333777792593087,1.592190564824031e-05,3.995834368541382e-05,1,0.11666666666666665,23658,4,3.4,1,0,1,2,0,0,102,86,0.10700904392764858,0.10125968992248063,5446.2314507198225,246.0,0.02383720930232558,1.0,0.18308416389811738,0.3125,0,1
A006364,3.0,29600.0,9866.666666666666,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,7670.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,24.56388888888889,0.0,0.0,3.0,0.0,1.0,1.0,0.3333333333333333,12.870413521381368,6.435206760690683,0.0,0.0,0.0,0.0,124.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,6.666888896296543e-05,3.818119203721017e-07,2.40294381019294e-05,0,0.0,23658,2,1.7,1,0,0,1,0,0,47,233,0.13477308337823357,0.12585898841263649,5770.076491462757,673.0,0.002145922746781116,1.0,0.17676674779679072,0.41666666666666663,0,0
A006365,1.0,5650.0,5650.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,1.0,5650.0,0.0,0,1.0,1.0,0.0,40.47083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,1523,1,1.0,1.0,5650.0,1.0,0.0,1.0,0.0,0.0,0,0
A006366,1.0,3180.0,3180.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,3180.0,0.0,0,1.0,1.0,0.0,32.47708333333333,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,3.333444448148272e-05,1.6570931171882925e-07,1.2564899220854882e-05,0,0.0,23658,1,0.7,0,0,0,1,0,0,1,413,0.16134267266228527,0.14908467238975714,5926.767478486001,1262.0,0.006399344534937755,1.0,0.17108328179756752,0.0,0,0
A006367,4.0,31400.0,7850.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,28.308333333333334,0.0,1.0,4.0,0.0,0.0,0.0,0.0,22.87954829125573,7.6265160970852435,0.25,0.5,0.0,0.0,172.0,3.0,2.0,2.5,3.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0002000066668888963,5.348400955078912e-06,5.4423844952763434e-05,3,0.18000000000000002,23658,6,5.4,2,0,2,2,0,0,62,209,0.15928647376015798,0.15068542568542567,5563.257233994076,610.0,0.009170653907496011,1.0,0.17840624287992707,0.06944444444444443,0,1
A006368,4.0,25860.0,6465.0,1.0,1.0,1.0,2.0,4.0,0.0,0.25,0.0101395259938837,1.0,0.0405581039755351,1.0,1.0,96.0,1.0,6540.0,0.0,0,0.25,0.25,0.0,24.065277777777776,0.0,0.0,4.0,0.0,0.0,1.0,0.25,7.940182249470509,2.646727416490162,0.0,0.25,0.0,0.0,49.0,2.0,1.0,3.0,2.0,1.0,0.0,3.5,5.0,0.0,0.0,3.0,0.0,0.0003333444448148272,1.0995353119053192e-05,7.866987436756006e-05,6,0.07333333333333333,23658,10,7.0,1,4,0,2,0,3,3,373,0.14946380697050937,0.14132042369307785,5926.315696219181,1200.0,0.009874017849889163,1.0,0.1680889709039843,0.24083333333333332,0,0
A006369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,24.419444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,1524,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A006370,4.0,17560.0,4390.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.35138888888889,1.0,1.0,4.0,0.0,0.0,0.0,0.0,11.009223397843956,3.6697411326146527,0.25,0.25,1.0,0.0,102.0,4.0,3.0,1.5,1.0,1.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0001666722224074136,1.4964127825790305e-05,4.552384985430475e-05,3,0.3,23658,5,4.7,3,1,0,1,0,0,57,216,0.13796112580834802,0.13212815990593768,5625.195105820107,628.0,0.00905349794238683,1.0,0.17729460611405054,0.13333333333333333,0,1
A006371,1.0,4060.0,4060.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.518055555555556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,6.666888896296543e-05,6.150985459376214e-08,3.400801429965281e-05,1,1.0,23658,2,2.0,0,2,0,0,0,0,40,240,0.1293656806156806,0.11260991323491323,5982.553040362415,752.0,0.004097222222222223,1.0,0.17274765743515744,0.0,0,0
A006372,5.0,52060.0,10412.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,84.0,2.0,29640.0,0.0,0,0.4,0.4,0.0,42.28888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04462076932265,2.01115519233066,0.0,0.2,0.0,0.0,56.0,1.5,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,3.333444448148272e-05,1.8627921065114384e-27,4.0324736558468116e-05,0,0.0,2,1,1.0,0,1,0,0,0,0,150,2,0.2833333333333333,0.24166666666666667,7803.5,17.0,0.0833333333333333,0.4,0.0,0.1666666666666666,0,0
A006373,4.0,12100.0,3025.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.54861111111111,0.0,1.0,4.0,0.0,0.0,0.0,0.0,10.59322144939309,3.531073816464364,0.25,0.0,0.0,0.0,93.0,1.0,0.0,2.0,1.0,2.0,1.0,2.5,3.0,0.0,0.0,3.0,0.0,0.0001666722224074136,1.7391026703194135e-06,5.705127554208853e-05,1,0.1,23658,5,4.7,0,3,1,1,0,0,36,247,0.15185428606481238,0.1387454088871093,5677.9406454993505,744.0,0.005465587044534413,1.0,0.15474398520957225,0.18,0,1
A006374,1.0,2190.0,2190.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,24.385416666666668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,215.0,1.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,6.666888896296543e-05,9.455589216123655e-07,1.9411223380325228e-05,1,0.7,23658,2,1.4,0,0,0,2,0,0,40,240,0.1293656806156806,0.11260991323491323,5982.553040362415,752.0,0.004097222222222223,1.0,0.17274765743515744,0.0,0,1
A006375,1.0,9000.0,9000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,1525,1,0.0,0.0,9000.0,1.0,0.0,0.0,0.0,0.0,0,0
A006376,1.0,11980.0,11980.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11.068055555555556,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,3.0,2.0,7.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0001666722224074136,3.2145740688654323e-06,4.405233448982689e-05,2,0.16999999999999998,23658,5,4.4,2,0,1,2,0,0,31,258,0.16934059695687603,0.14577971016924507,6154.1011778918755,749.0,0.008074935400516797,1.0,0.1864029273912995,0.08,0,1
A006377,1.0,6340.0,6340.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,26.46180555555556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,215.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.00013333777792593087,2.4224683610384382e-05,3.300352603275977e-05,2,0.2833333333333333,23658,4,3.4,2,0,0,2,0,0,67,203,0.14833646102119008,0.14182305105950427,6205.450993040894,574.0,0.006568144499178982,1.0,0.2044999609039018,0.11458333333333333,0,1
A006378,4.0,24820.0,6205.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,28.339583333333334,0.0,0.0,4.0,0.0,0.0,0.0,0.0,16.09751222859198,5.36583740953066,0.0,0.25,0.0,0.0,209.0,4.0,3.0,1.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,0.000233341111370379,6.30556031285675e-05,7.249197893127419e-05,2,0.09523809523809523,23658,7,7.0,3,1,3,0,0,0,65,205,0.1506853376975328,0.13959833526906698,6047.566492450639,641.0,0.004457026713124273,1.0,0.18791521486643437,0.35714285714285715,0,0
A006379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,29.09236111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,1526,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A006380,2.0,13380.0,6690.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0999909817351598,2.0,0.1521166666666666,2.0,1.0,48.0,1.0,9000.0,0.0,0,0.5,0.5,0.0,34.25347222222222,0.0,0.0,2.0,0.0,0.0,1.0,0.5,4.073175163393981,4.073175163393982,0.0,0.0,0.0,0.0,115.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.00030001000033334443,2.300827117530107e-05,5.6383883980004605e-05,7,0.061111111111111116,23658,9,4.2,1,0,2,0,0,6,36,247,0.15185428606481238,0.1387454088871093,5677.9406454993505,744.0,0.005465587044534413,1.0,0.15474398520957225,0.10052910052910052,0,0
A006381,2.0,5610.0,2805.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,37.24236111111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.162363779881725,7.162363779881725,0.0,0.5,0.0,0.0,88.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,3.333444448148272e-05,1.8627921065114384e-27,4.0324736558468116e-05,0,0.0,2,1,1.0,0,1,0,0,0,0,151,2,0.0,0.0,4782.5,3.0,0.0,0.0,0.0,0.0,0,1
A006382,2.0,10670.0,5335.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0915953924861603,2.0,0.1272065217391304,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,35.700694444444444,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.948825351763045,15.948825351763045,0.0,1.0,0.0,0.0,27.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,4.0,1.0,0.000233341111370379,9.430982889445238e-06,6.253150219554656e-05,2,0.09523809523809523,23658,7,5.4,1,2,2,0,0,2,9,323,0.16151742993848256,0.14506207586702943,5488.161316839335,970.0,0.0058148937405903345,1.0,0.1763815733629975,0.35000000000000003,1,1
A006383,1.0,5940.0,5940.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,5940.0,0.0,0,1.0,1.0,0.0,26.62361111111111,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,3.0,2.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,3.333444448148272e-05,2.9283996052896184e-09,2.371591119014596e-05,0,0.0,23658,1,1.0,1,0,0,0,0,0,11,317,0.15617007423001114,0.1458425993914953,5701.648520949783,930.0,0.01074413669050893,1.0,0.19328161323429463,0.0,0,0
A006384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,29.48958333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,1527,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A006385,1.0,9000.0,9000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,39.6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,1528,1,0.0,0.0,9000.0,1.0,0.0,0.0,0.0,0.0,0,1
A006386,3.0,14070.0,4690.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,1.0,6970.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,48.55138888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.757660609468704,5.878830304734352,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,3.333444448148272e-05,1.0489098585939191e-07,1.5868383355115276e-05,0,0.0,23658,1,1.0,0,0,1,0,0,0,98,126,0.1271432932147218,0.1207846386417815,5627.616881795453,349.0,0.011574074074074073,1.0,0.15007631257631257,0.0,0,0
A006387,2.0,5540.0,2770.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,3480.0,0.0,0,0.5,0.5,0.0,21.45833333333333,0.0,0.0,2.0,0.0,0.0,1.0,0.5,1.2860242166286575,1.2860242166286575,0.0,0.5,0.0,0.0,172.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.00010000333344444814,2.1489186048833907e-07,4.073993065049e-05,0,0.0,23658,3,2.7,0,1,1,1,0,0,59,212,0.1623539982030548,0.1536107367475292,6128.498090745732,652.0,0.0042059748427672955,1.0,0.19663447139862233,0.0,0,0
A006388,2.0,19020.0,9510.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,16.524305555555557,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.783528982539004,6.783528982539004,0.5,0.0,0.0,0.0,97.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.333444448148272e-05,5.880144653119657e-08,1.4092766473737481e-05,0,0.0,23658,1,0.7,0,0,0,1,0,0,80,167,0.15205584501991687,0.14289818631135995,5542.733228348498,547.0,0.011614865507081075,1.0,0.18213680863381462,0.2857142857142857,0,1
A006389,8.0,30210.0,3776.25,2.0,2.0,1.0,1.0,8.0,0.0,0.125,0.0131968309859154,1.0,0.1055746478873239,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,25.4,0.0,2.0,8.0,0.0,0.0,0.0,0.0,19.40874731609603,2.7726781880137152,0.25,0.375,0.0,0.0,237.0,4.0,6.0,4.5,7.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0003666788892963099,1.8848836264679666e-05,8.122268019974999e-05,7,0.1141226733203827,23658,11,9.3,6,0,1,3,0,1,26,271,0.1405523340947695,0.12790104524421866,5982.886544677135,801.0,0.004581795817958179,1.0,0.1642453794667817,0.13578643578643576,0,1
A006390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11.292361111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,1529,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A006391,6.0,44760.0,7460.0,1.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,28.293055555555554,0.0,4.0,6.0,0.0,0.0,0.0,0.0,22.795485912186717,4.559097182437338,0.6666666666666666,0.3333333333333333,0.0,0.0,172.0,3.0,2.0,3.5,5.0,1.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.000233341111370379,4.648808886537057e-06,5.740556735471667e-05,4,0.1476190476190476,23658,7,5.8,1,2,0,4,0,0,30,259,0.13091101305387018,0.12356591285162713,5615.874195624196,798.0,0.0015168229453943738,1.0,0.18039621253906968,0.0,0,1
A006392,3.0,11040.0,3680.0,1.0,1.0,1.0,1.0,3.0,0.0,0.3333333333333333,0.0276736111111111,1.0,0.0830208333333333,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,31.444444444444443,0.0,1.0,3.0,0.0,0.0,0.0,0.0,9.946399312603022,4.973199656301505,0.3333333333333333,0.0,0.0,0.0,215.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.00010000333344444814,7.471629861736987e-07,3.993172502182694e-05,0,0.0,23658,3,2.7,1,0,1,1,0,0,42,238,0.1376833483976341,0.11845899198840375,5486.051500786795,787.0,0.005782312925170068,1.0,0.17006269873916932,0.2222222222222222,0,1
A006393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,42.66111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,1530,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
A006394,1.0,1330.0,1330.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,1330.0,0.0,0,1.0,1.0,0.0,16.544444444444444,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,6.666888896296543e-05,4.995009481668269e-07,2.2106131534941042e-05,0,0.0,23658,2,1.7,1,0,0,1,0,0,73,190,0.13287043365990733,0.11843434343434343,5717.947702589808,549.0,0.0011363636363636363,1.0,0.20912622465254044,0.16666666666666666,0,0
A006395,3.0,4910.0,1636.6666666666667,2.0,2.0,1.0,1.0,3.0,0.0,0.3333333333333333,0.053222623345367,1.0,0.159667870036101,1.0,1.0,48.0,1.0,880.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,34.42777777777778,0.0,0.0,3.0,0.0,0.0,1.0,0.3333333333333333,4.400429050732766,2.2002145253663774,0.0,0.3333333333333333,0.0,0.0,188.0,1.5,1.0,3.0,4.0,1.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,0.0003666788892963099,9.109332096667615e-06,5.8530181909149694e-05,15,0.05454545454545456,23658,11,5.6,1,2,0,2,0,6,40,240,0.1293656806156806,0.11260991323491323,5982.553040362415,752.0,0.004097222222222223,1.0,0.17274765743515744,0.14264069264069265,0,0
A006396,3.0,15610.0,5203.333333333333,1.0,1.0,1.0,1.0,3.0,0.0,0.3333333333333333,0.0729822646657571,1.0,0.2189467939972715,1.0,1.0,120.0,1.0,6570.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,40.49305555555556,0.0,0.0,3.0,0.0,1.0,1.0,0.3333333333333333,1.1405927204905209,0.5702963602452547,0.0,0.3333333333333333,0.0,0.0,91.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.00013333777792593087,3.992499014110255e-06,3.5023019534080035e-05,1,0.16666666666666666,23658,4,3.2,2,1,0,0,0,1,6,346,0.14239379759610973,0.13252706670336728,5556.3514771997425,1038.0,0.01168111753371869,1.0,0.19203940728507202,0.0357142857142857,0,0
A006397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.421438564405073e-38,6.0531521215317065e-06,0,0.0,1,0,0.0,0,0,0,0,0,0,1531,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
