order_id,account_id,device_id,address_id,phone_hash,instrument_id,amount,discount_amount,coupon_code,category,order_timestamp,delivery_status,delivery_attempts,delivery_timestamp,rto_flag,return_flag,return_reason_code,return_timestamp,return_lag_hours,refund_flag,refund_amount,refund_timestamp,dispute_flag,dispute_phase,dispute_reason_code,dispute_reason_category,evidence_availability
ORD0000421,A000207,D000141,ADDR000100,5d17ab3387366b26,PI000286,2860.0,0.0,,fashion,2026-01-27 21:26:32,delivered,3,2026-01-30 21:26:32,False,False,,,,False,,,False,,,,
ORD0000422,A000209,D000917,ADDR000361,851fd2265bfa0c88,PI001206,2470.0,0.0,,fashion,2026-01-08 18:12:23,failed,2,,True,False,,,,False,,,False,,,,
ORD0000423,A000211,D000410,ADDR000219,b5f5d24626aa1f67,PI001159,5000.0,0.0,,electronics,2026-01-15 15:39:19,delivered,2,2026-01-16 15:39:19,False,False,,,,False,,,False,,,,
ORD0000424,A000211,D000410,ADDR000219,b5f5d24626aa1f67,PI001159,1820.0,0.0,,books,2026-02-06 20:10:26,delivered,1,2026-02-08 20:10:26,False,False,,,,False,,,False,,,,
ORD0000425,A000211,D000410,ADDR000219,b5f5d24626aa1f67,PI001159,14280.0,865.1,,electronics,2026-01-19 03:51:14,delivered,1,2026-01-20 03:51:14,False,False,,,,False,,,False,,,,
ORD0000426,A000211,D000410,ADDR000219,b5f5d24626aa1f67,PI001159,3660.0,0.0,,fashion,2026-02-16 16:16:08,delivered,3,2026-02-17 16:16:08,False,False,,,,False,,,False,,,,
ORD0000427,A000211,D000410,ADDR000253,b5f5d24626aa1f67,PI001159,1890.0,0.0,,fashion,2026-01-28 03:42:38,delivered,1,2026-01-29 03:42:38,False,False,,,,False,,,False,,,,
ORD0000428,A000212,D000279,ADDR000024,fd08b57555d1b661,PI000981,3330.0,0.0,,fashion,2026-02-14 00:53:06,delivered,3,2026-02-17 00:53:06,False,False,,,,False,,,False,,,,
ORD0000429,A000212,D000279,ADDR000295,fd08b57555d1b661,PI000981,6130.0,0.0,,home,2026-02-01 07:13:43,delivered,2,2026-02-03 07:13:43,False,False,,,,False,,,False,,,,
ORD0000430,A000213,D000605,ADDR000400,0f71103b8b311e71,PI000579,1420.0,0.0,,books,2026-02-05 08:30:32,delivered,2,2026-02-06 08:30:32,False,False,,,,False,,,False,,,,
ORD0000431,A000213,D000487,ADDR000243,0f71103b8b311e71,PI000579,3050.0,0.0,,toys,2026-01-23 16:03:11,delivered,3,2026-01-27 16:03:11,False,False,,,,False,,,False,,,,
ORD0000432,A000213,D000487,ADDR000243,0f71103b8b311e71,PI000579,2890.0,0.0,,fashion,2026-02-04 09:36:38,delivered,2,2026-02-08 09:36:38,False,False,,,,False,,,False,,,,
ORD0000433,A000213,D000487,ADDR000400,0f71103b8b311e71,PI000579,1460.0,0.0,,books,2026-02-02 17:19:35,delivered,2,2026-02-06 17:19:35,False,False,,,,False,,,False,,,,
ORD0000434,A000213,D000605,ADDR000243,0f71103b8b311e71,PI000579,3270.0,0.0,,fashion,2026-02-21 18:44:28,delivered,1,2026-02-24 18:44:28,False,False,,,,False,,,False,,,,
ORD0000435,A000213,D000487,ADDR000243,0f71103b8b311e71,PI000579,1880.0,134.68,,books,2026-01-16 03:33:03,failed,1,,True,False,,,,False,,,False,,,,
ORD0000436,A000213,D000487,ADDR000243,0f71103b8b311e71,PI000579,3520.0,0.0,,electronics,2026-01-19 13:01:00,delivered,3,2026-01-22 13:01:00,False,False,,,,False,,,False,,,,
ORD0000437,A000213,D000605,ADDR000400,0f71103b8b311e71,PI000579,1500.0,0.0,,grocery,2026-01-20 00:52:34,delivered,2,2026-01-24 00:52:34,False,False,,,,False,,,False,,,,
ORD0000438,A000214,D000485,ADDR000212,6471baee0c2ea81a,PI001063,370.0,0.0,,grocery,2026-02-26 22:41:49,delivered,3,2026-03-01 22:41:49,False,False,,,,False,,,False,,,,
ORD0000439,A000215,D000038,ADDR000514,2eea16811f15fe3a,PI000621,1410.0,200.27,,home,2026-01-29 11:01:32,delivered,3,2026-02-01 11:01:32,False,False,,,,False,,,False,,,,
ORD0000440,A000215,D001159,ADDR000514,2eea16811f15fe3a,PI001090,1050.0,0.0,,books,2026-02-23 09:21:35,delivered,1,2026-02-27 09:21:35,False,False,,,,False,,,False,,,,
ORD0000441,A000215,D000038,ADDR000514,2eea16811f15fe3a,PI000621,16610.0,0.0,,electronics,2026-02-10 04:48:51,delivered,1,2026-02-11 04:48:51,False,False,,,,False,,,False,,,,
ORD0000442,A000215,D000038,ADDR000514,2eea16811f15fe3a,PI000621,7650.0,779.98,,home,2026-01-30 10:02:01,delivered,1,2026-02-02 10:02:01,False,False,,,,False,,,False,,,,
ORD0000443,A000215,D000038,ADDR000514,2eea16811f15fe3a,PI001090,13810.0,1645.54,,electronics,2026-02-15 06:13:17,failed,2,,True,False,,,,False,,,False,,,,
ORD0000444,A000217,D000725,ADDR000148,a396b230b10d24da,PI000210,2610.0,0.0,,fashion,2026-02-19 05:25:28,delivered,1,2026-02-20 05:25:28,False,False,,,,False,,,False,,,,
ORD0000445,A000217,D000725,ADDR000148,a396b230b10d24da,PI000210,3280.0,0.0,,fashion,2026-02-26 22:42:01,delivered,3,2026-03-01 22:42:01,False,False,,,,False,,,False,,,,
ORD0000446,A000218,D000578,ADDR000133,a711a761d1e7e9b0,PI000154,1750.0,0.0,,grocery,2026-02-16 23:26:27,delivered,1,2026-02-17 23:26:27,False,False,,,,False,,,False,,,,
ORD0000447,A000218,D000578,ADDR000435,a711a761d1e7e9b0,PI000719,3370.0,0.0,,fashion,2026-02-01 11:25:25,delivered,3,2026-02-02 11:25:25,False,False,,,,False,,,False,,,,
ORD0000448,A000220,D000176,ADDR000300,6d72778659e23f8b,PI001386,3920.0,0.0,,fashion,2026-02-13 14:21:36,delivered,2,2026-02-17 14:21:36,False,False,,,,False,,,False,,,,
ORD0000449,A000220,D000176,ADDR000300,6d72778659e23f8b,PI001386,310.0,0.0,,grocery,2026-01-21 17:53:00,delivered,2,2026-01-24 17:53:00,False,False,,,,False,,,False,,,,
ORD0000450,A000221,D000599,ADDR000540,6b728dc27b8c757d,PI000359,2470.0,0.0,,grocery,2026-02-13 00:20:08,delivered,2,2026-02-17 00:20:08,False,False,,,,False,,,False,,,,
ORD0000451,A000221,D000599,ADDR000540,6b728dc27b8c757d,PI000275,1440.0,87.79,,fashion,2026-01-23 20:27:11,delivered,3,2026-01-27 20:27:11,False,False,,,,False,,,False,,,,
ORD0000452,A000221,D000599,ADDR000540,6b728dc27b8c757d,PI000275,2280.0,336.0,,grocery,2026-02-09 18:07:05,delivered,3,2026-02-10 18:07:05,False,False,,,,False,,,False,,,,
ORD0000453,A000221,D000608,ADDR000540,6b728dc27b8c757d,PI000275,3660.0,0.0,,fashion,2026-02-11 05:03:04,delivered,3,2026-02-12 05:03:04,False,False,,,,False,,,False,,,,
ORD0000454,A000222,D001012,ADDR000072,4d228cdf65d36b5e,PI000256,1320.0,0.0,,toys,2026-02-24 08:42:09,delivered,1,2026-02-25 08:42:09,False,False,,,,False,,,False,,,,
ORD0000455,A000222,D001012,ADDR000020,4d228cdf65d36b5e,PI000256,2070.0,0.0,,grocery,2026-01-20 13:42:41,delivered,3,2026-01-22 13:42:41,False,False,,,,False,,,False,,,,
ORD0000456,A000223,D000306,ADDR000017,98e23a69c5dcbde3,PI000720,3000.0,448.84,,grocery,2026-02-04 18:39:18,delivered,1,2026-02-07 18:39:18,False,False,,,,False,,,False,,,,
ORD0000457,A000224,D000146,ADDR000511,5429db07c80d419b,PI000057,4140.0,0.0,,fashion,2026-01-24 17:57:05,delivered,1,2026-01-26 17:57:05,False,False,,,,False,,,False,,,,
ORD0000458,A000224,D000146,ADDR000511,5429db07c80d419b,PI000057,1890.0,117.56,,grocery,2026-02-18 22:30:31,delivered,1,2026-02-19 22:30:31,False,False,,,,False,,,False,,,,
ORD0000459,A000224,D000146,ADDR000395,5429db07c80d419b,PI000057,3390.0,0.0,,fashion,2026-02-05 22:27:48,delivered,2,2026-02-09 22:27:48,False,False,,,,False,,,False,,,,
ORD0000460,A000225,D000141,ADDR000101,e0badd7611f7aff6,PI001386,1600.0,0.0,,grocery,2026-02-20 23:26:00,delivered,3,2026-02-22 23:26:00,False,False,,,,False,,,False,,,,
ORD0000461,A000225,D000141,ADDR000101,e0badd7611f7aff6,PI000946,8590.0,0.0,,electronics,2026-01-09 09:16:00,failed,2,,True,False,,,,False,,,False,,,,
ORD0000462,A000225,D000141,ADDR000210,e0badd7611f7aff6,PI000946,3760.0,0.0,,fashion,2026-01-23 18:04:15,delivered,2,2026-01-27 18:04:15,False,False,,,,False,,,False,,,,
ORD0000463,A000225,D000141,ADDR000210,e0badd7611f7aff6,PI000946,2640.0,0.0,,home,2026-01-07 17:20:03,delivered,1,2026-01-08 17:20:03,False,False,,,,False,,,False,,,,
ORD0000464,A000227,D000270,ADDR000110,e38d94d7164ba8ff,PI000937,2790.0,0.0,,grocery,2026-01-29 07:49:36,delivered,3,2026-02-01 07:49:36,False,False,,,,False,,,False,,,,
ORD0000465,A000228,D000946,ADDR000051,cee3f3e0cd4975d9,PI000842,5700.0,0.0,,home,2026-02-11 09:31:29,pending,1,,False,False,,,,False,,,False,,,,
ORD0000466,A000228,D000946,ADDR000051,cee3f3e0cd4975d9,PI000440,4460.0,0.0,,fashion,2026-02-22 16:50:17,delivered,2,2026-02-24 16:50:17,False,False,,,,False,,,False,,,,
ORD0000467,A000228,D000946,ADDR000255,cee3f3e0cd4975d9,PI000440,1700.0,0.0,,fashion,2026-02-27 19:29:51,delivered,2,2026-02-28 19:29:51,False,False,,,,False,,,False,,,,
ORD0000468,A000228,D000946,ADDR000051,cee3f3e0cd4975d9,PI000440,1780.0,0.0,,toys,2026-02-24 20:03:55,delivered,3,2026-02-27 20:03:55,False,False,,,,False,,,False,,,,
ORD0000469,A000229,D000533,ADDR000020,0ff4a5d5cc4ea821,PI001371,670.0,0.0,,grocery,2026-02-14 01:18:19,delivered,1,2026-02-16 01:18:19,False,False,,,,False,,,False,,,,
ORD0000470,A000229,D000533,ADDR000020,0ff4a5d5cc4ea821,PI000923,1350.0,0.0,,books,2026-02-20 04:05:38,delivered,3,2026-02-22 04:05:38,False,False,,,,False,,,False,,,,
ORD0000471,A000231,D000297,ADDR000099,69861cb3d16bf396,PI000261,1730.0,0.0,,fashion,2026-02-28 06:26:56,delivered,1,2026-03-02 06:26:56,False,False,,,,False,,,False,,,,
ORD0000472,A000232,D000084,ADDR000300,9f86a21a1d072f6b,PI000263,1320.0,182.44,,fashion,2026-02-16 20:35:55,delivered,2,2026-02-20 20:35:55,False,False,,,,False,,,False,,,,
ORD0000473,A000232,D000084,ADDR000300,9f86a21a1d072f6b,PI000263,6750.0,0.0,,home,2026-01-27 20:38:06,delivered,2,2026-01-31 20:38:06,False,False,,,,False,,,False,,,,
ORD0000474,A000233,D001179,ADDR000249,f916f1ea4891985f,PI000621,13880.0,0.0,,electronics,2026-01-19 15:06:31,delivered,1,2026-01-22 15:06:31,False,False,,,,False,,,False,,,,
ORD0000475,A000233,D001179,ADDR000532,f916f1ea4891985f,PI000621,19000.0,0.0,,electronics,2026-02-17 03:20:55,delivered,3,2026-02-21 03:20:55,False,False,,,,False,,,False,,,,
ORD0000476,A000235,D001089,ADDR000237,bd95b527ff7e9b7c,PI001229,3220.0,0.0,,toys,2026-02-22 23:37:08,delivered,2,2026-02-26 23:37:08,False,False,,,,False,,,False,,,,
ORD0000477,A000235,D001089,ADDR000580,bd95b527ff7e9b7c,PI001229,4220.0,0.0,,fashion,2026-01-13 04:50:36,delivered,1,2026-01-14 04:50:36,False,False,,,,False,,,False,,,,
ORD0000478,A000235,D001089,ADDR000580,bd95b527ff7e9b7c,PI001229,4130.0,0.0,,fashion,2026-01-31 09:00:29,pending,1,,False,False,,,,False,,,False,,,,
ORD0000479,A000235,D001089,ADDR000237,bd95b527ff7e9b7c,PI001229,1610.0,0.0,,fashion,2026-01-09 10:05:19,delivered,1,2026-01-11 10:05:19,False,False,,,,False,,,False,,,,
ORD0000480,A000236,D000083,ADDR000573,fd08b57555d1b661,PI000394,2490.0,0.0,,fashion,2026-02-02 08:01:39,delivered,3,2026-02-06 08:01:39,False,False,,,,False,,,False,,,,
ORD0000481,A000236,D000083,ADDR000573,fd08b57555d1b661,PI000013,2300.0,0.0,,home,2026-02-17 12:24:44,delivered,2,2026-02-18 12:24:44,False,False,,,,False,,,False,,,,
ORD0000482,A000237,D000884,ADDR000098,09225050fdada84f,PI000920,1840.0,0.0,,fashion,2026-01-19 13:17:16,delivered,3,2026-01-22 13:17:16,False,False,,,,False,,,False,,,,
ORD0000483,A000237,D000884,ADDR000098,09225050fdada84f,PI000920,3090.0,1194.05,RARE_464,fashion,2026-01-24 03:57:40,delivered,3,2026-01-25 03:57:40,False,False,,,,False,,,False,,,,
ORD0000484,A000238,D000585,ADDR000422,761e6076b18d3d63,PI000213,3520.0,0.0,,fashion,2026-02-17 11:57:16,delivered,3,2026-02-18 11:57:16,False,False,,,,False,,,False,,,,
ORD0000485,A000240,D000798,ADDR000070,589db8e7e286278c,PI000863,2260.0,0.0,,toys,2026-01-20 02:35:30,delivered,2,2026-01-22 02:35:30,False,False,,,,False,,,False,,,,
ORD0000486,A000240,D000798,ADDR000070,589db8e7e286278c,PI000042,6900.0,0.0,,home,2026-02-11 08:47:15,delivered,1,2026-02-13 08:47:15,False,False,,,,False,,,False,,,,
ORD0000487,A000240,D000798,ADDR000070,589db8e7e286278c,PI000042,1940.0,0.0,,books,2026-01-30 11:07:20,delivered,2,2026-02-02 11:07:20,False,False,,,,False,,,False,,,,
ORD0000488,A000240,D000798,ADDR000070,589db8e7e286278c,PI000042,1860.0,0.0,,grocery,2026-01-27 08:21:50,delivered,3,2026-01-29 08:21:50,False,False,,,,False,,,False,,,,
ORD0000489,A000240,D000798,ADDR000070,589db8e7e286278c,PI000863,5990.0,0.0,,electronics,2026-01-28 13:28:35,delivered,3,2026-01-29 13:28:35,False,False,,,,False,,,False,,,,
ORD0000490,A000240,D000798,ADDR000070,589db8e7e286278c,PI000863,3800.0,0.0,,fashion,2026-01-24 17:20:13,delivered,2,2026-01-28 17:20:13,False,False,,,,False,,,False,,,,
ORD0000491,A000240,D000798,ADDR000070,589db8e7e286278c,PI000042,4890.0,0.0,,fashion,2026-01-27 03:21:51,pending,1,,False,False,,,,False,,,False,,,,
ORD0000492,A000241,D001101,ADDR000024,336c22ea25736825,PI001351,2580.0,0.0,,fashion,2026-02-11 01:05:12,delivered,1,2026-02-12 01:05:12,False,False,,,,False,,,False,,,,
ORD0000493,A000241,D001101,ADDR000024,336c22ea25736825,PI001351,4000.0,0.0,,home,2026-02-01 10:01:41,delivered,2,2026-02-02 10:01:41,False,False,,,,False,,,False,,,,
ORD0000494,A000241,D001101,ADDR000024,336c22ea25736825,PI001351,16500.0,0.0,,electronics,2026-01-30 08:59:07,pending,2,,False,False,,,,False,,,False,,,,
ORD0000495,A000241,D001101,ADDR000024,336c22ea25736825,PI001372,13340.0,0.0,,electronics,2026-02-18 23:56:05,delivered,3,2026-02-19 23:56:05,False,False,,,,False,,,False,,,,
ORD0000496,A000242,D000884,ADDR000390,cf841ef27ddfe0ff,PI000222,2620.0,0.0,,fashion,2026-02-04 05:17:24,delivered,2,2026-02-07 05:17:24,False,False,,,,False,,,False,,,,
ORD0000497,A000243,D000410,ADDR000024,90a11393b2f77056,PI000090,1760.0,0.0,,home,2026-02-19 09:39:45,failed,1,,True,False,,,,False,,,False,,,,
ORD0000498,A000243,D000927,ADDR000590,90a11393b2f77056,PI000590,2660.0,0.0,,fashion,2026-01-30 05:23:13,delivered,1,2026-01-31 05:23:13,False,False,,,,False,,,False,,,,
ORD0000499,A000243,D000410,ADDR000590,90a11393b2f77056,PI000090,5980.0,0.0,,home,2026-02-22 17:18:45,delivered,3,2026-02-24 17:18:45,False,False,,,,False,,,False,,,,
ORD0000500,A000244,D000679,ADDR000524,6b6eb81125fd9036,PI000745,1860.0,0.0,,toys,2026-01-29 00:03:49,delivered,3,2026-01-31 00:03:49,False,False,,,,False,,,False,,,,
ORD0000501,A000245,D000782,ADDR000352,d309948df0af8113,PI000712,1170.0,0.0,,grocery,2026-01-31 08:28:25,delivered,3,2026-02-03 08:28:25,False,False,,,,False,,,False,,,,
ORD0000502,A000245,D000389,ADDR000352,d309948df0af8113,PI000712,2830.0,0.0,,fashion,2026-02-21 05:40:38,delivered,3,2026-02-24 05:40:38,False,False,,,,False,,,False,,,,
ORD0000503,A000246,D000988,ADDR000365,f42376ebe1df15e4,PI000609,5170.0,0.0,,home,2026-01-24 05:41:52,delivered,1,2026-01-27 05:41:52,False,False,,,,False,,,False,,,,
ORD0000504,A000247,D000036,ADDR000249,7553b6ad609af0d9,PI000880,3800.0,0.0,,fashion,2026-02-18 04:42:33,delivered,1,2026-02-21 04:42:33,False,False,,,,False,,,False,,,,
ORD0000505,A000249,D000273,ADDR000061,12b1a1ac9bcc6dbb,PI000141,2750.0,388.85,,fashion,2026-01-14 11:01:25,pending,2,,False,False,,,,False,,,False,,,,
ORD0000506,A000249,D000273,ADDR000061,12b1a1ac9bcc6dbb,PI000141,2100.0,0.0,,fashion,2026-02-12 01:18:34,delivered,2,2026-02-15 01:18:34,False,False,,,,False,,,False,,,,
ORD0000507,A000251,D000807,ADDR000242,56660eb007e2acb9,PI001245,3380.0,0.0,,fashion,2026-02-05 05:26:55,delivered,1,2026-02-08 05:26:55,False,False,,,,False,,,False,,,,
ORD0000508,A000251,D000807,ADDR000242,56660eb007e2acb9,PI000030,3550.0,0.0,,fashion,2026-01-07 16:26:57,delivered,3,2026-01-11 16:26:57,False,False,,,,False,,,False,,,,
ORD0000509,A000252,D000851,ADDR000393,3b58fffd8c9562e3,PI000103,3320.0,444.86,,fashion,2026-02-09 19:47:15,delivered,2,2026-02-11 19:47:15,False,False,,,,False,,,False,,,,
ORD0000510,A000252,D000851,ADDR000393,3b58fffd8c9562e3,PI000103,2020.0,0.0,,grocery,2026-02-03 13:07:26,delivered,2,2026-02-06 13:07:26,False,False,,,,False,,,False,,,,
ORD0000511,A000253,D000593,ADDR000085,f01e6bdc5e94857f,PI000114,1910.0,0.0,,books,2026-01-21 05:15:01,delivered,1,2026-01-25 05:15:01,False,False,,,,False,,,False,,,,
ORD0000512,A000254,D000784,ADDR000004,0ff4a5d5cc4ea821,PI001018,420.0,0.0,,books,2026-02-21 19:17:55,delivered,2,2026-02-24 19:17:55,False,False,,,,False,,,False,,,,
ORD0000513,A000254,D000784,ADDR000375,0ff4a5d5cc4ea821,PI001018,1030.0,0.0,,fashion,2026-02-13 12:29:29,delivered,1,2026-02-15 12:29:29,False,False,,,,False,,,False,,,,
ORD0000514,A000254,D000784,ADDR000004,0ff4a5d5cc4ea821,PI001018,1680.0,0.0,,grocery,2026-02-06 10:51:42,delivered,2,2026-02-07 10:51:42,False,False,,,,False,,,False,,,,
ORD0000515,A000255,D000360,ADDR000004,6e5543796cf4aaca,PI000130,2540.0,0.0,,fashion,2026-02-19 23:53:57,delivered,3,2026-02-22 23:53:57,False,False,,,,False,,,False,,,,
ORD0000516,A000255,D000360,ADDR000004,6e5543796cf4aaca,PI000130,2980.0,0.0,,fashion,2026-02-26 20:50:23,pending,2,,False,False,,,,False,,,False,,,,
ORD0000517,A000255,D000360,ADDR000004,6e5543796cf4aaca,PI000130,2020.0,0.0,,fashion,2026-02-23 14:16:19,delivered,2,2026-02-25 14:16:19,False,False,,,,False,,,False,,,,
ORD0000518,A000257,D000416,ADDR000532,b17caa11855b8b07,PI000102,3220.0,216.3,,fashion,2026-01-19 20:01:33,delivered,3,2026-01-22 20:01:33,False,False,,,,False,,,False,,,,
ORD0000519,A000257,D000523,ADDR000532,b17caa11855b8b07,PI000287,2440.0,0.0,,electronics,2026-02-25 22:11:44,delivered,3,2026-03-01 22:11:44,False,False,,,,False,,,False,,,,
ORD0000520,A000258,D000320,ADDR000072,ef132e9e7faab419,PI000887,4080.0,326.26,,fashion,2026-02-09 16:28:47,delivered,2,2026-02-13 16:28:47,False,False,,,,False,,,False,,,,
ORD0000521,A000260,D001174,ADDR000195,63f3c114021340f4,PI000455,1600.0,124.29,,books,2026-02-23 11:08:15,delivered,1,2026-02-25 11:08:15,False,False,,,,False,,,False,,,,
ORD0000522,A000260,D001174,ADDR000195,63f3c114021340f4,PI000455,2790.0,0.0,,fashion,2026-02-28 09:44:52,delivered,1,2026-03-02 09:44:52,False,False,,,,False,,,False,,,,
ORD0000523,A000260,D001174,ADDR000284,63f3c114021340f4,PI000455,510.0,197.83,RARE_371,grocery,2026-02-15 05:35:23,delivered,2,2026-02-19 05:35:23,False,False,,,,False,,,False,,,,
ORD0000524,A000261,D000068,ADDR000414,df74e51cbc5d5e11,PI000511,4540.0,0.0,,fashion,2026-01-21 08:58:34,delivered,1,2026-01-22 08:58:34,False,False,,,,False,,,False,,,,
ORD0000525,A000261,D000068,ADDR000414,df74e51cbc5d5e11,PI000511,4860.0,0.0,,home,2026-02-09 21:14:25,delivered,2,2026-02-11 21:14:25,False,False,,,,False,,,False,,,,
ORD0000526,A000262,D000827,ADDR000054,90a11393b2f77056,PI000114,3580.0,0.0,,toys,2026-01-08 20:19:48,delivered,3,2026-01-11 20:19:48,False,False,,,,False,,,False,,,,
ORD0000527,A000262,D000827,ADDR000054,90a11393b2f77056,PI000114,1880.0,0.0,,fashion,2026-02-28 14:09:27,delivered,1,2026-03-02 14:09:27,False,False,,,,False,,,False,,,,
ORD0000528,A000263,D000571,ADDR000371,a91b4c19a47881f1,PI001291,3220.0,0.0,,fashion,2026-02-25 12:27:45,delivered,2,2026-02-27 12:27:45,False,False,,,,False,,,False,,,,
ORD0000529,A000264,D000882,ADDR000024,c9c78a26f1452592,PI000251,820.0,0.0,,fashion,2026-01-23 23:27:29,delivered,3,2026-01-24 23:27:29,False,False,,,,False,,,False,,,,
ORD0000530,A000264,D000882,ADDR000024,c9c78a26f1452592,PI000251,2500.0,0.0,,fashion,2026-01-29 18:20:01,delivered,1,2026-02-01 18:20:01,False,False,,,,False,,,False,,,,
ORD0000531,A000265,D000340,ADDR000197,c7f7deda6ef73efd,PI000987,14570.0,0.0,,electronics,2026-02-01 00:00:29,delivered,2,2026-02-05 00:00:29,False,False,,,,False,,,False,,,,
ORD0000532,A000265,D000307,ADDR000197,c7f7deda6ef73efd,PI000987,5110.0,0.0,,home,2026-02-22 03:05:25,delivered,3,2026-02-26 03:05:25,False,False,,,,False,,,False,,,,
ORD0000533,A000265,D000307,ADDR000197,c7f7deda6ef73efd,PI000286,3310.0,0.0,,home,2026-01-31 17:44:00,delivered,3,2026-02-03 17:44:00,False,False,,,,False,,,False,,,,
ORD0000534,A000266,D000740,ADDR000253,0ca13d57c7f15ff9,PI001096,3820.0,0.0,,fashion,2026-02-25 11:04:43,failed,1,,True,False,,,,False,,,False,,,,
ORD0000535,A000266,D000740,ADDR000343,0ca13d57c7f15ff9,PI001096,4780.0,0.0,,fashion,2026-02-28 07:26:32,delivered,2,2026-03-01 07:26:32,False,False,,,,False,,,False,,,,
ORD0000536,A000266,D000740,ADDR000253,0ca13d57c7f15ff9,PI001096,2300.0,0.0,,grocery,2026-01-25 10:59:25,delivered,2,2026-01-27 10:59:25,False,False,,,,False,,,False,,,,
ORD0000537,A000266,D000740,ADDR000253,0ca13d57c7f15ff9,PI001096,1060.0,0.0,,grocery,2026-02-17 03:42:59,delivered,3,2026-02-21 03:42:59,False,False,,,,False,,,False,,,,
ORD0000538,A000266,D000740,ADDR000343,0ca13d57c7f15ff9,PI001096,2330.0,0.0,,grocery,2026-02-06 18:23:21,delivered,2,2026-02-09 18:23:21,False,False,,,,False,,,False,,,,
ORD0000539,A000267,D000747,ADDR000101,2add92f5f847d6da,PI000643,1340.0,0.0,,books,2026-02-19 12:12:23,delivered,1,2026-02-22 12:12:23,False,False,,,,False,,,False,,,,
ORD0000540,A000267,D000801,ADDR000101,2add92f5f847d6da,PI001240,4670.0,0.0,,fashion,2026-01-25 12:14:58,delivered,3,2026-01-27 12:14:58,False,False,,,,False,,,False,,,,
ORD0000541,A000267,D000747,ADDR000101,2add92f5f847d6da,PI000643,1480.0,0.0,,fashion,2026-02-03 11:12:48,delivered,2,2026-02-06 11:12:48,False,False,,,,False,,,False,,,,
ORD0000542,A000267,D000747,ADDR000101,2add92f5f847d6da,PI001240,1960.0,0.0,,fashion,2026-01-24 17:59:06,delivered,2,2026-01-27 17:59:06,False,False,,,,False,,,False,,,,
ORD0000543,A000267,D000801,ADDR000101,2add92f5f847d6da,PI000643,1480.0,0.0,,home,2026-01-31 05:22:48,delivered,1,2026-02-04 05:22:48,False,False,,,,False,,,False,,,,
ORD0000544,A000267,D000747,ADDR000101,2add92f5f847d6da,PI001240,6270.0,0.0,,home,2026-02-01 23:31:19,pending,1,,False,False,,,,False,,,False,,,,
ORD0000545,A000267,D000801,ADDR000101,2add92f5f847d6da,PI001240,3540.0,405.19,,fashion,2026-02-10 07:54:21,delivered,3,2026-02-12 07:54:21,False,False,,,,False,,,False,,,,
ORD0000546,A000268,D000864,ADDR000590,fd70bb88bf1c25b7,PI000387,12650.0,0.0,,electronics,2026-02-28 21:19:02,delivered,1,2026-03-03 21:19:02,False,False,,,,False,,,False,,,,
ORD0000547,A000268,D000864,ADDR000590,fd70bb88bf1c25b7,PI000387,3830.0,275.42,,fashion,2026-02-19 01:47:00,delivered,3,2026-02-23 01:47:00,False,False,,,,False,,,False,,,,
ORD0000548,A000269,D000307,ADDR000316,c5b1d647afb67e9f,PI000338,4270.0,0.0,,fashion,2026-02-13 01:51:41,delivered,2,2026-02-17 01:51:41,False,False,,,,False,,,False,,,,
ORD0000549,A000270,D000297,ADDR000036,4db431ce33f02aa8,PI000392,4870.0,0.0,,home,2026-01-09 06:30:53,delivered,1,2026-01-13 06:30:53,False,False,,,,False,,,False,,,,
ORD0000550,A000271,D001054,ADDR000523,013ac901d668fae2,PI001139,4930.0,0.0,,fashion,2026-01-31 10:43:42,delivered,1,2026-02-02 10:43:42,False,False,,,,False,,,False,,,,
ORD0000551,A000271,D001095,ADDR000451,013ac901d668fae2,PI001139,2800.0,399.79,,grocery,2026-02-26 17:42:09,delivered,1,2026-03-02 17:42:09,False,False,,,,False,,,False,,,,
ORD0000552,A000272,D000524,ADDR000084,378122aeb7dc425a,PI001387,200.0,15.41,,books,2026-02-18 03:16:32,delivered,2,2026-02-21 03:16:32,False,False,,,,False,,,False,,,,
ORD0000553,A000272,D000524,ADDR000084,378122aeb7dc425a,PI001387,3060.0,0.0,,fashion,2026-02-13 17:39:27,delivered,3,2026-02-16 17:39:27,False,False,,,,False,,,False,,,,
ORD0000554,A000272,D000524,ADDR000084,378122aeb7dc425a,PI001249,2660.0,0.0,,toys,2026-01-12 07:59:45,delivered,2,2026-01-15 07:59:45,False,False,,,,False,,,False,,,,
ORD0000555,A000272,D000524,ADDR000084,378122aeb7dc425a,PI001387,1440.0,0.0,,home,2026-01-09 23:34:56,delivered,3,2026-01-13 23:34:56,False,False,,,,False,,,False,,,,
ORD0000556,A000273,D000595,ADDR000160,ab7b2cc57fa829c9,PI000114,2450.0,0.0,,home,2026-02-17 01:20:30,delivered,2,2026-02-18 01:20:30,False,False,,,,False,,,False,,,,
ORD0000557,A000274,D000181,ADDR000249,99bc73074910516e,PI000377,3880.0,0.0,,home,2026-02-08 10:11:33,delivered,1,2026-02-12 10:11:33,False,False,,,,False,,,False,,,,
ORD0000558,A000276,D000525,ADDR000352,15535d9655da4a56,PI000478,930.0,0.0,,fashion,2026-02-24 18:02:15,delivered,1,2026-02-25 18:02:15,False,False,,,,False,,,False,,,,
