device_id,os_family,browser_family,ip_prefix,first_seen_at
D000396,iOS,Safari,10.42.242.0/24,2026-01-23 22:19:36
D000397,Windows,Edge,10.60.252.0/24,2026-01-30 06:21:37
D000398,Android,Edge,10.205.209.0/24,2026-02-02 01:01:13
D000399,Android,Chrome,10.239.222.0/24,2026-02-20 05:42:36
D000400,iOS,Chrome,10.6.99.0/24,2026-02-13 02:26:48
D000401,iOS,Chrome,10.5.119.0/24,2026-01-30 22:56:19
D000402,Android,Edge,10.90.43.0/24,2026-02-02 22:43:43
D000403,macOS,Chrome,10.18.63.0/24,2026-01-18 17:48:31
D000404,Android,Chrome,10.7.220.0/24,2026-02-26 17:30:36
D000405,iOS,Safari,10.134.253.0/24,2026-01-24 20:16:53
D000406,iOS,Safari,10.132.131.0/24,2026-02-24 10:25:31
D000407,Android,Edge,10.170.105.0/24,2026-01-26 06:37:03
D000408,Windows,Chrome,10.215.200.0/24,2026-01-19 03:53:32
D000409,Android,Chrome,10.132.228.0/24,2026-02-23 00:44:24
D000410,Android,Chrome,10.50.142.0/24,2026-01-03 00:01:15
D000411,Android,Firefox,10.151.117.0/24,2026-02-17 03:57:40
D000412,iOS,Safari,10.65.180.0/24,2026-01-06 12:05:35
D000413,Android,Firefox,10.77.216.0/24,2026-02-01 11:31:39
D000414,Windows,Chrome,10.220.92.0/24,2026-01-28 22:56:50
D000415,Android,Edge,10.198.47.0/24,2026-02-15 11:28:10
D000416,Android,Firefox,10.242.57.0/24,2026-01-03 01:40:27
D000417,Windows,Firefox,10.27.20.0/24,2026-02-03 11:13:29
D000418,Windows,Firefox,10.231.222.0/24,2026-01-31 00:16:29
D000419,iOS,Chrome,10.145.134.0/24,2026-01-26 18:31:14
D000420,macOS,Chrome,10.156.25.0/24,2026-02-04 15:52:11
D000421,Android,Chrome,10.151.241.0/24,2026-01-30 19:53:21
D000422,iOS,Safari,10.14.215.0/24,2026-02-18 04:01:50
D000423,Android,Edge,10.76.204.0/24,2026-01-13 21:51:08
D000424,Android,Edge,10.56.193.0/24,2026-02-05 12:49:41
D000425,iOS,Safari,10.142.131.0/24,2026-01-06 23:42:52
D000426,Android,Chrome,10.121.29.0/24,2026-02-16 10:43:23
D000427,iOS,Safari,10.56.89.0/24,2026-01-19 12:59:28
D000428,iOS,Safari,10.61.175.0/24,2026-02-12 02:16:36
D000429,macOS,Chrome,10.116.98.0/24,2026-02-01 19:13:32
D000430,Android,Edge,10.117.189.0/24,2026-01-14 05:04:02
D000431,Windows,Firefox,10.20.148.0/24,2026-02-01 03:20:50
D000432,Android,Firefox,10.136.173.0/24,2026-02-14 10:30:53
D000433,Linux,Firefox,10.2.126.0/24,2026-02-05 22:00:55
D000434,iOS,Safari,10.155.30.0/24,2026-01-17 08:57:08
D000435,Android,Chrome,10.146.187.0/24,2026-02-17 00:56:38
D000436,Android,Chrome,10.5.11.0/24,2026-01-12 20:40:20
D000437,iOS,Chrome,10.107.10.0/24,2026-01-27 04:54:03
D000438,iOS,Safari,10.133.72.0/24,2026-02-15 05:27:47
D000439,Android,Firefox,10.27.236.0/24,2026-02-14 10:19:07
D000440,iOS,Safari,10.156.13.0/24,2026-02-21 19:59:27
D000441,Linux,Firefox,10.237.189.0/24,2026-01-04 08:32:15
D000442,Android,Firefox,10.212.208.0/24,2026-01-31 19:14:53
D000443,Android,Edge,10.220.115.0/24,2026-02-02 06:01:39
D000444,Windows,Edge,10.194.175.0/24,2026-01-21 20:07:16
D000445,iOS,Chrome,10.126.69.0/24,2026-01-31 20:17:42
D000446,Android,Firefox,10.48.201.0/24,2026-01-23 11:06:08
D000447,Android,Firefox,10.194.62.0/24,2026-02-14 17:56:35
D000448,iOS,Safari,10.226.59.0/24,2026-02-04 15:44:29
D000449,Windows,Chrome,10.184.96.0/24,2026-02-06 18:08:09
D000450,Android,Firefox,10.79.208.0/24,2026-01-25 06:55:29
D000451,Windows,Chrome,10.70.240.0/24,2026-01-28 08:21:53
D000452,Android,Firefox,10.51.191.0/24,2026-01-01 09:22:29
D000453,Android,Firefox,10.175.134.0/24,2026-01-13 15:59:09
D000454,Android,Chrome,10.106.106.0/24,2026-02-19 06:14:04
D000455,Android,Chrome,10.166.142.0/24,2026-01-18 16:29:35
D000456,Android,Edge,10.192.159.0/24,2026-02-22 13:00:08
D000457,Android,Firefox,10.110.63.0/24,2026-02-24 09:48:26
D000458,Android,Chrome,10.30.70.0/24,2026-01-09 12:06:13
D000459,iOS,Safari,10.137.0.0/24,2026-01-08 08:49:08
D000460,Android,Chrome,10.80.140.0/24,2026-01-19 05:23:29
D000461,iOS,Safari,10.84.56.0/24,2026-01-25 03:41:01
D000462,macOS,Safari,10.101.27.0/24,2026-02-11 17:13:33
D000463,Android,Chrome,10.226.251.0/24,2026-02-03 14:36:31
D000464,iOS,Chrome,10.139.252.0/24,2026-02-13 06:06:55
D000465,macOS,Safari,10.103.52.0/24,2026-02-21 05:46:55
D000466,Android,Firefox,10.31.98.0/24,2026-01-26 19:28:05
D000467,Android,Edge,10.109.255.0/24,2026-01-29 10:48:00
D000468,iOS,Safari,10.76.247.0/24,2026-02-04 23:36:37
D000469,macOS,Safari,10.100.145.0/24,2026-02-06 03:28:52
D000470,Android,Edge,10.132.136.0/24,2026-01-09 23:47:31
D000471,Android,Edge,10.84.39.0/24,2026-02-18 12:24:19
D000472,Windows,Chrome,10.224.8.0/24,2026-01-17 09:28:22
D000473,Linux,Firefox,10.141.1.0/24,2026-02-21 13:03:42
D000474,iOS,Safari,10.154.15.0/24,2026-01-10 23:42:14
D000475,iOS,Chrome,10.105.150.0/24,2026-01-29 00:32:18
D000476,iOS,Safari,10.131.152.0/24,2026-02-04 01:28:11
D000477,iOS,Safari,10.183.225.0/24,2026-02-24 13:23:09
D000478,Android,Edge,10.188.82.0/24,2026-02-11 23:53:00
D000479,Android,Chrome,10.168.2.0/24,2026-01-10 04:29:35
D000480,Android,Edge,10.33.208.0/24,2026-02-28 10:04:45
D000481,Android,Chrome,10.190.107.0/24,2026-01-08 09:30:04
D000482,Windows,Chrome,10.5.245.0/24,2026-02-08 07:50:08
D000483,Android,Edge,10.23.198.0/24,2026-01-12 02:02:33
D000484,macOS,Safari,10.203.132.0/24,2026-01-12 14:10:32
D000485,Android,Firefox,10.134.3.0/24,2026-01-20 04:19:13
D000486,macOS,Safari,10.37.204.0/24,2026-02-08 16:47:09
D000487,Android,Edge,10.190.151.0/24,2026-01-07 16:07:32
D000488,iOS,Safari,10.86.82.0/24,2026-02-19 10:25:05
D000489,iOS,Safari,10.254.46.0/24,2026-01-16 01:31:56
D000490,iOS,Safari,10.64.32.0/24,2026-01-16 09:57:22
D000491,iOS,Chrome,10.102.209.0/24,2026-01-12 11:04:40
D000492,iOS,Chrome,10.55.183.0/24,2026-02-06 02:34:49
D000493,iOS,Chrome,10.212.71.0/24,2026-02-13 21:11:26
D000494,iOS,Safari,10.49.16.0/24,2026-02-13 23:36:43
D000495,Android,Chrome,10.246.140.0/24,2026-02-24 23:07:04
D000496,iOS,Safari,10.154.202.0/24,2026-02-24 18:07:43
D000497,Android,Edge,10.233.140.0/24,2026-02-21 03:41:31
D000498,Android,Firefox,10.211.167.0/24,2026-01-08 20:00:55
D000499,macOS,Safari,10.192.25.0/24,2026-02-06 12:46:50
D000500,iOS,Chrome,10.119.62.0/24,2026-01-17 13:33:54
D000501,Android,Edge,10.101.198.0/24,2026-02-08 18:21:43
D000502,Android,Firefox,10.84.20.0/24,2026-02-14 17:33:05
D000503,Android,Edge,10.81.227.0/24,2026-01-29 19:45:12
D000504,iOS,Chrome,10.135.71.0/24,2026-02-21 16:50:24
D000505,macOS,Firefox,10.63.23.0/24,2026-02-04 08:29:50
D000506,Android,Chrome,10.102.100.0/24,2026-01-21 16:23:14
D000507,Android,Edge,10.28.146.0/24,2026-01-11 07:49:47
D000508,Android,Chrome,10.99.68.0/24,2026-02-20 03:15:51
D000509,iOS,Chrome,10.163.96.0/24,2026-01-28 16:16:37
D000510,Android,Edge,10.95.64.0/24,2026-01-23 13:56:05
D000511,Linux,Chrome,10.32.180.0/24,2026-02-12 08:05:19
D000512,Android,Firefox,10.77.47.0/24,2026-02-04 00:55:39
D000513,Android,Firefox,10.60.236.0/24,2026-02-09 16:57:03
D000514,Android,Edge,10.99.191.0/24,2026-01-13 10:13:53
D000515,Android,Edge,10.80.164.0/24,2026-02-10 03:51:35
D000516,Android,Edge,10.52.226.0/24,2026-01-29 18:49:29
D000517,iOS,Safari,10.6.200.0/24,2026-02-05 20:02:39
D000518,iOS,Chrome,10.118.158.0/24,2026-01-12 16:03:37
D000519,Android,Chrome,10.129.69.0/24,2026-01-14 14:19:42
D000520,Android,Firefox,10.35.62.0/24,2026-01-10 17:02:10
D000521,Android,Edge,10.18.114.0/24,2026-02-23 22:07:02
D000522,Android,Firefox,10.36.187.0/24,2026-01-04 21:04:55
D000523,Android,Firefox,10.135.246.0/24,2026-01-05 01:54:49
D000524,iOS,Chrome,10.24.222.0/24,2026-01-01 16:09:57
D000525,Android,Edge,10.1.156.0/24,2026-01-06 03:48:27
D000526,Android,Firefox,10.61.56.0/24,2026-01-14 06:22:17
D000527,iOS,Safari,10.77.199.0/24,2026-02-18 08:06:50
D000528,Android,Edge,10.238.52.0/24,2026-01-28 09:44:41
D000529,iOS,Safari,10.204.235.0/24,2026-01-24 01:07:31
D000530,macOS,Firefox,10.45.217.0/24,2026-01-24 00:35:25
D000531,Android,Edge,10.230.12.0/24,2026-01-16 15:15:39
D000532,Android,Chrome,10.158.65.0/24,2026-01-10 08:41:50
D000533,macOS,Safari,10.56.50.0/24,2026-01-04 04:44:27
D000534,Windows,Firefox,10.74.164.0/24,2026-01-04 12:41:24
D000535,Android,Edge,10.181.165.0/24,2026-01-26 21:37:19
D000536,macOS,Safari,10.72.77.0/24,2026-02-10 04:23:22
D000537,iOS,Safari,10.152.168.0/24,2026-01-01 06:36:49
D000538,iOS,Safari,10.38.40.0/24,2026-02-14 23:36:12
D000539,Android,Edge,10.255.69.0/24,2026-02-08 09:45:46
D000540,Android,Chrome,10.205.84.0/24,2026-02-16 15:50:26
D000541,Android,Firefox,10.174.49.0/24,2026-01-17 05:51:03
D000542,Android,Firefox,10.159.176.0/24,2026-02-13 05:59:47
D000543,Android,Edge,10.59.230.0/24,2026-02-01 20:20:43
D000544,Android,Chrome,10.70.184.0/24,2026-01-30 20:30:12
D000545,Windows,Firefox,10.144.14.0/24,2026-01-05 04:54:23
D000546,Android,Edge,10.4.77.0/24,2026-02-05 02:42:51
D000547,Linux,Chrome,10.18.16.0/24,2026-01-17 00:05:13
D000548,iOS,Chrome,10.8.188.0/24,2026-01-04 23:28:30
D000549,Windows,Firefox,10.75.47.0/24,2026-01-20 20:46:27
D000550,iOS,Safari,10.76.90.0/24,2026-02-17 15:02:14
D000551,Android,Chrome,10.123.84.0/24,2026-01-03 17:27:37
D000552,Android,Chrome,10.200.234.0/24,2026-01-28 11:35:15
D000553,Linux,Chrome,10.30.246.0/24,2026-02-25 16:19:53
D000554,iOS,Safari,10.19.153.0/24,2026-01-04 19:41:42
D000555,Android,Edge,10.17.48.0/24,2026-02-01 21:42:19
D000556,iOS,Safari,10.76.252.0/24,2026-02-08 20:29:30
D000557,iOS,Chrome,10.143.252.0/24,2026-01-29 04:50:39
D000558,Android,Edge,10.32.221.0/24,2026-02-13 13:10:49
D000559,Android,Firefox,10.9.129.0/24,2026-02-06 20:56:57
D000560,Android,Edge,10.208.125.0/24,2026-02-18 17:39:33
D000561,Android,Chrome,10.253.20.0/24,2026-02-25 10:07:28
D000562,Windows,Firefox,10.36.36.0/24,2026-02-03 22:56:20
D000563,Android,Chrome,10.155.6.0/24,2026-01-15 11:01:28
D000564,iOS,Chrome,10.55.165.0/24,2026-02-14 20:04:45
D000565,iOS,Safari,10.148.24.0/24,2026-02-03 08:11:59
D000566,macOS,Safari,10.137.194.0/24,2026-01-19 06:32:28
D000567,macOS,Firefox,10.189.166.0/24,2026-01-31 23:24:09
D000568,Android,Edge,10.21.0.0/24,2026-01-14 18:36:39
D000569,Android,Chrome,10.251.24.0/24,2026-02-06 23:40:41
D000570,iOS,Safari,10.248.202.0/24,2026-02-27 12:56:19
D000571,Android,Firefox,10.218.191.0/24,2026-01-15 23:41:53
D000572,Android,Firefox,10.209.71.0/24,2026-01-05 10:10:05
D000573,Android,Chrome,10.138.207.0/24,2026-01-02 23:44:05
D000574,iOS,Chrome,10.48.35.0/24,2026-02-16 12:13:49
D000575,iOS,Chrome,10.119.49.0/24,2026-01-18 10:01:40
D000576,iOS,Chrome,10.43.112.0/24,2026-01-15 00:58:06
D000577,iOS,Safari,10.93.25.0/24,2026-01-31 08:14:50
D000578,Android,Chrome,10.114.244.0/24,2026-01-15 06:12:27
D000579,Android,Chrome,10.183.82.0/24,2026-02-08 19:07:02
D000580,iOS,Chrome,10.182.235.0/24,2026-02-16 09:57:20
D000581,Android,Chrome,10.225.142.0/24,2026-01-18 11:37:34
D000582,Windows,Edge,10.156.225.0/24,2026-01-18 19:18:36
D000583,macOS,Chrome,10.131.141.0/24,2026-01-25 09:45:07
D000584,iOS,Safari,10.172.9.0/24,2026-01-17 06:43:02
D000585,Android,Edge,10.207.79.0/24,2026-01-17 03:48:44
D000586,Android,Firefox,10.1.20.0/24,2026-01-10 08:28:48
D000587,Android,Edge,10.3.122.0/24,2026-02-19 13:37:16
D000588,Android,Firefox,10.127.48.0/24,2026-02-27 17:31:32
D000589,macOS,Firefox,10.83.35.0/24,2026-02-25 08:36:36
D000590,iOS,Chrome,10.44.164.0/24,2026-02-10 17:12:29
D000591,iOS,Chrome,10.142.209.0/24,2026-01-11 14:17:43
D000592,iOS,Safari,10.36.82.0/24,2026-02-26 07:03:48
D000593,iOS,Safari,10.121.8.0/24,2026-01-03 00:38:53
D000594,Android,Chrome,10.40.48.0/24,2026-02-19 11:16:53
D000595,iOS,Chrome,10.34.107.0/24,2026-01-03 05:52:20
D000596,Android,Chrome,10.118.90.0/24,2026-02-06 14:09:36
D000597,iOS,Chrome,10.139.125.0/24,2026-01-15 00:54:56
D000598,macOS,Chrome,10.94.193.0/24,2026-02-26 10:41:35
D000599,Android,Firefox,10.33.6.0/24,2026-01-09 00:02:29
D000600,Android,Edge,10.114.65.0/24,2026-02-21 08:42:11
D000601,iOS,Chrome,10.85.12.0/24,2026-02-24 09:51:00
D000602,Android,Chrome,10.120.153.0/24,2026-01-19 22:04:23
D000603,macOS,Safari,10.206.239.0/24,2026-02-01 07:37:06
D000604,iOS,Chrome,10.111.74.0/24,2026-01-29 15:28:43
D000605,Windows,Chrome,10.222.26.0/24,2026-01-06 17:13:12
D000606,Android,Chrome,10.83.3.0/24,2026-02-27 09:12:05
D000607,iOS,Safari,10.36.205.0/24,2026-02-02 11:13:49
D000608,Windows,Edge,10.238.104.0/24,2026-01-06 10:56:52
D000609,iOS,Chrome,10.148.57.0/24,2026-01-04 23:32:31
D000610,Android,Edge,10.177.6.0/24,2026-01-05 17:11:42
D000611,Android,Chrome,10.47.89.0/24,2026-01-20 16:49:07
D000612,macOS,Chrome,10.206.74.0/24,2026-02-23 06:10:39
D000613,Android,Firefox,10.189.210.0/24,2026-01-23 01:45:37
D000614,Android,Chrome,10.178.128.0/24,2026-01-27 14:52:30
D000615,Windows,Firefox,10.35.150.0/24,2026-02-22 01:38:24
D000616,Android,Edge,10.227.8.0/24,2026-01-31 23:59:40
D000617,Android,Chrome,10.5.84.0/24,2026-01-12 19:26:06
D000618,Android,Firefox,10.144.143.0/24,2026-02-25 03:51:46
D000619,iOS,Safari,10.44.170.0/24,2026-02-20 20:28:00
D000620,Android,Chrome,10.70.149.0/24,2026-02-20 23:03:00
D000621,Android,Firefox,10.176.84.0/24,2026-02-04 14:19:47
D000622,iOS,Chrome,10.101.34.0/24,2026-01-22 23:00:35
D000623,macOS,Chrome,10.135.9.0/24,2026-02-21 05:04:36
D000624,Android,Edge,10.93.129.0/24,2026-02-12 19:40:51
D000625,Android,Firefox,10.168.234.0/24,2026-02-01 01:06:38
D000626,macOS,Chrome,10.8.73.0/24,2026-01-09 04:24:38
D000627,macOS,Firefox,10.170.142.0/24,2026-01-31 12:44:28
D000628,iOS,Safari,10.247.140.0/24,2026-02-25 09:23:34
D000629,Android,Edge,10.36.68.0/24,2026-02-21 20:47:47
D000630,iOS,Safari,10.61.249.0/24,2026-02-08 07:40:10
D000631,Windows,Chrome,10.220.237.0/24,2026-02-20 05:15:25
D000632,Android,Chrome,10.19.177.0/24,2026-01-29 05:04:57
D000633,Android,Firefox,10.135.213.0/24,2026-01-26 23:27:17
D000634,macOS,Chrome,10.12.224.0/24,2026-02-18 03:59:55
D000635,iOS,Chrome,10.94.64.0/24,2026-02-21 15:36:56
D000636,Android,Firefox,10.201.168.0/24,2026-02-28 20:36:59
D000637,iOS,Safari,10.137.13.0/24,2026-01-28 21:56:27
D000638,Android,Chrome,10.111.158.0/24,2026-01-04 18:41:17
D000639,Android,Edge,10.16.217.0/24,2026-01-17 17:11:47
D000640,Android,Edge,10.70.168.0/24,2026-01-07 11:22:24
D000641,Android,Firefox,10.90.135.0/24,2026-02-09 23:25:46
D000642,Windows,Chrome,10.177.236.0/24,2026-01-26 05:58:17
D000643,iOS,Chrome,10.45.142.0/24,2026-02-23 04:18:40
D000644,Android,Edge,10.191.19.0/24,2026-01-09 21:56:52
D000645,Android,Firefox,10.113.82.0/24,2026-01-26 23:45:15
D000646,iOS,Safari,10.80.67.0/24,2026-02-14 22:25:57
D000647,Android,Chrome,10.225.93.0/24,2026-01-07 00:11:40
D000648,Android,Edge,10.5.173.0/24,2026-02-11 06:12:37
D000649,Android,Edge,10.240.210.0/24,2026-01-03 04:36:51
D000650,iOS,Chrome,10.163.0.0/24,2026-01-02 18:33:15
D000651,Linux,Chrome,10.162.200.0/24,2026-01-18 10:32:54
D000652,macOS,Firefox,10.7.5.0/24,2026-01-05 15:43:06
D000653,Android,Edge,10.120.202.0/24,2026-01-21 13:48:26
D000654,Android,Chrome,10.187.192.0/24,2026-01-06 10:12:44
D000655,iOS,Chrome,10.99.77.0/24,2026-01-29 12:11:30
D000656,macOS,Safari,10.208.112.0/24,2026-01-30 16:39:06
D000657,iOS,Safari,10.119.104.0/24,2026-01-23 03:03:52
D000658,Android,Firefox,10.206.211.0/24,2026-01-26 07:34:30
D000659,macOS,Firefox,10.75.144.0/24,2026-01-17 17:33:19
D000660,iOS,Safari,10.20.214.0/24,2026-02-23 07:50:43
D000661,iOS,Chrome,10.50.191.0/24,2026-01-13 21:38:27
D000662,Windows,Firefox,10.202.53.0/24,2026-02-06 10:17:15
D000663,iOS,Safari,10.254.0.0/24,2026-02-26 10:56:12
D000664,iOS,Chrome,10.94.33.0/24,2026-02-03 17:12:37
D000665,iOS,Chrome,10.191.194.0/24,2026-01-21 01:26:24
D000666,Windows,Edge,10.230.105.0/24,2026-02-27 05:29:16
D000667,Android,Firefox,10.156.165.0/24,2026-02-27 03:13:47
D000668,iOS,Chrome,10.190.127.0/24,2026-01-26 07:57:41
D000669,iOS,Chrome,10.118.71.0/24,2026-01-31 15:01:59
D000670,iOS,Chrome,10.31.252.0/24,2026-01-15 10:29:56
D000671,macOS,Firefox,10.228.193.0/24,2026-02-24 01:38:00
D000672,Android,Firefox,10.17.139.0/24,2026-02-17 18:44:38
D000673,iOS,Chrome,10.156.222.0/24,2026-02-19 16:00:46
D000674,Android,Chrome,10.204.129.0/24,2026-02-28 11:44:32
D000675,Android,Firefox,10.238.39.0/24,2026-01-23 07:46:28
D000676,iOS,Chrome,10.124.12.0/24,2026-02-27 18:05:04
D000677,Android,Chrome,10.0.42.0/24,2026-02-07 00:51:05
D000678,Windows,Firefox,10.155.58.0/24,2026-02-12 00:49:10
D000679,Android,Firefox,10.59.77.0/24,2026-01-21 03:26:37
D000680,iOS,Chrome,10.138.226.0/24,2026-01-27 08:39:41
D000681,Android,Chrome,10.167.120.0/24,2026-01-25 21:14:39
D000682,Linux,Chrome,10.41.29.0/24,2026-01-15 09:56:26
D000683,Windows,Firefox,10.165.141.0/24,2026-01-17 14:37:30
D000684,iOS,Safari,10.71.74.0/24,2026-01-03 07:59:54
D000685,iOS,Chrome,10.137.237.0/24,2026-01-31 04:15:34
D000686,iOS,Chrome,10.133.182.0/24,2026-02-05 15:31:46
D000687,macOS,Chrome,10.227.47.0/24,2026-01-18 07:19:46
D000688,Windows,Firefox,10.201.220.0/24,2026-01-01 22:39:25
D000689,Windows,Edge,10.57.78.0/24,2026-01-11 14:44:21
D000690,Android,Edge,10.59.78.0/24,2026-02-22 10:52:01
D000691,Android,Firefox,10.153.99.0/24,2026-01-09 06:49:13
D000692,Android,Edge,10.186.190.0/24,2026-01-10 03:31:54
D000693,Windows,Chrome,10.160.202.0/24,2026-02-06 22:59:31
D000694,iOS,Safari,10.102.234.0/24,2026-02-23 01:50:33
D000695,Android,Edge,10.29.123.0/24,2026-02-14 00:10:48
D000696,Android,Edge,10.114.205.0/24,2026-01-04 13:48:16
D000697,Windows,Chrome,10.120.22.0/24,2026-01-16 10:41:25
D000698,Linux,Chrome,10.145.222.0/24,2026-02-13 19:30:39
D000699,macOS,Firefox,10.61.112.0/24,2026-02-10 04:41:02
D000700,Android,Chrome,10.1.128.0/24,2026-02-28 05:14:59
D000701,macOS,Safari,10.197.1.0/24,2026-01-30 12:50:39
D000702,Android,Chrome,10.156.50.0/24,2026-01-15 20:38:33
D000703,iOS,Safari,10.102.83.0/24,2026-01-31 12:55:31
D000704,macOS,Chrome,10.234.154.0/24,2026-02-03 21:38:14
D000705,Android,Edge,10.90.40.0/24,2026-02-19 15:05:42
D000706,macOS,Safari,10.129.159.0/24,2026-01-15 11:33:02
D000707,Android,Chrome,10.37.213.0/24,2026-01-24 18:18:36
D000708,iOS,Chrome,10.198.226.0/24,2026-01-13 05:35:59
D000709,iOS,Chrome,10.36.48.0/24,2026-01-12 23:10:05
D000710,macOS,Safari,10.132.153.0/24,2026-02-15 15:33:35
D000711,iOS,Safari,10.77.15.0/24,2026-02-03 11:58:00
D000712,Android,Edge,10.67.205.0/24,2026-01-30 18:30:45
D000713,Android,Firefox,10.182.7.0/24,2026-01-07 17:01:35
D000714,Android,Edge,10.112.13.0/24,2026-02-09 15:20:19
D000715,Android,Edge,10.60.99.0/24,2026-01-17 01:35:48
D000716,Windows,Chrome,10.195.76.0/24,2026-02-25 15:04:14
D000717,Android,Chrome,10.138.52.0/24,2026-02-14 23:01:38
D000718,Android,Chrome,10.128.40.0/24,2026-02-22 10:45:47
D000719,Windows,Edge,10.137.14.0/24,2026-01-14 00:32:31
D000720,macOS,Safari,10.122.227.0/24,2026-01-15 12:21:29
D000721,Android,Edge,10.64.107.0/24,2026-01-21 00:57:21
D000722,Android,Chrome,10.248.97.0/24,2026-01-07 08:03:11
D000723,Android,Firefox,10.216.156.0/24,2026-02-13 14:46:47
D000724,Android,Chrome,10.236.202.0/24,2026-02-16 06:22:22
D000725,Android,Edge,10.236.146.0/24,2026-01-18 13:54:36
D000726,Android,Chrome,10.15.188.0/24,2026-01-01 01:54:42
D000727,Android,Chrome,10.186.124.0/24,2026-01-06 08:14:56
D000728,Android,Chrome,10.152.89.0/24,2026-01-22 20:20:27
D000729,iOS,Chrome,10.89.97.0/24,2026-02-10 11:03:05
D000730,iOS,Safari,10.159.23.0/24,2026-02-16 11:33:44
D000731,Windows,Edge,10.253.108.0/24,2026-01-17 17:21:34
D000732,Android,Chrome,10.123.6.0/24,2026-01-03 06:37:46
D000733,macOS,Chrome,10.22.62.0/24,2026-01-25 21:04:22
D000734,iOS,Chrome,10.137.15.0/24,2026-01-05 18:26:00
D000735,Android,Chrome,10.61.171.0/24,2026-02-18 02:33:31
D000736,Windows,Edge,10.183.222.0/24,2026-01-11 20:16:20
D000737,Linux,Firefox,10.147.193.0/24,2026-02-22 10:16:03
D000738,Windows,Firefox,10.97.186.0/24,2026-01-25 05:10:49
D000739,macOS,Firefox,10.150.121.0/24,2026-01-10 18:24:40
D000740,iOS,Chrome,10.173.217.0/24,2026-01-09 18:31:10
D000741,Windows,Edge,10.199.204.0/24,2026-02-20 10:43:59
D000742,Android,Edge,10.144.181.0/24,2026-01-06 22:35:40
D000743,macOS,Firefox,10.54.232.0/24,2026-01-27 10:22:28
D000744,iOS,Chrome,10.231.42.0/24,2026-02-13 01:30:23
D000745,Android,Edge,10.121.185.0/24,2026-02-26 13:54:57
D000746,Android,Edge,10.165.54.0/24,2026-01-28 07:49:11
D000747,Windows,Chrome,10.206.130.0/24,2026-01-01 20:31:30
D000748,iOS,Safari,10.52.64.0/24,2026-02-20 19:18:55
D000749,Android,Edge,10.148.51.0/24,2026-02-20 14:47:38
D000750,iOS,Safari,10.193.115.0/24,2026-01-10 07:54:02
D000751,Android,Edge,10.95.88.0/24,2026-01-29 09:17:10
D000752,Android,Chrome,10.3.237.0/24,2026-01-14 22:57:25
D000753,Linux,Chrome,10.122.83.0/24,2026-01-24 19:54:43
D000754,Android,Chrome,10.205.14.0/24,2026-01-26 02:26:04
D000755,iOS,Chrome,10.56.86.0/24,2026-01-14 02:45:51
D000756,iOS,Chrome,10.167.240.0/24,2026-01-22 20:25:01
D000757,iOS,Chrome,10.169.209.0/24,2026-01-28 16:15:40
D000758,iOS,Chrome,10.127.180.0/24,2026-02-06 11:34:46
D000759,Windows,Chrome,10.26.246.0/24,2026-02-08 23:34:49
D000760,Windows,Chrome,10.71.238.0/24,2026-01-25 16:27:40
D000761,iOS,Safari,10.176.237.0/24,2026-01-12 11:58:19
D000762,Android,Edge,10.237.89.0/24,2026-02-06 14:44:54
D000763,Android,Edge,10.175.83.0/24,2026-01-01 13:12:47
D000764,Android,Chrome,10.25.143.0/24,2026-01-08 00:24:51
D000765,iOS,Chrome,10.125.199.0/24,2026-02-08 00:58:22
D000766,Android,Firefox,10.33.3.0/24,2026-01-17 02:48:34
D000767,Android,Chrome,10.129.45.0/24,2026-01-17 02:43:31
D000768,Android,Chrome,10.115.170.0/24,2026-02-16 12:17:17
D000769,macOS,Chrome,10.65.204.0/24,2026-02-25 06:36:35
D000770,Android,Firefox,10.224.144.0/24,2026-01-14 01:41:33
D000771,Android,Chrome,10.79.99.0/24,2026-02-28 11:16:29
D000772,Android,Firefox,10.37.175.0/24,2026-02-17 05:21:56
D000773,Windows,Firefox,10.106.160.0/24,2026-01-07 07:28:34
D000774,Android,Firefox,10.140.185.0/24,2026-01-22 16:30:31
D000775,Android,Firefox,10.33.83.0/24,2026-02-17 09:19:25
D000776,iOS,Chrome,10.157.121.0/24,2026-01-25 23:01:07
D000777,Android,Firefox,10.144.120.0/24,2026-01-17 20:17:12
D000778,Android,Chrome,10.182.175.0/24,2026-02-28 03:42:18
D000779,Windows,Chrome,10.111.72.0/24,2026-01-22 01:39:23
D000780,iOS,Chrome,10.131.167.0/24,2026-01-05 03:57:52
D000781,macOS,Chrome,10.227.130.0/24,2026-01-23 01:41:55
D000782,iOS,Chrome,10.131.60.0/24,2026-01-05 07:43:27
D000783,Android,Chrome,10.129.71.0/24,2026-02-25 08:01:25
D000784,Android,Firefox,10.113.154.0/24,2026-01-16 12:35:44
D000785,Windows,Chrome,10.37.112.0/24,2026-02-09 15:43:03
D000786,Android,Edge,10.4.120.0/24,2026-02-17 19:01:25
D000787,iOS,Safari,10.2.87.0/24,2026-01-14 00:13:48
D000788,Android,Edge,10.71.144.0/24,2026-01-01 07:12:50
D000789,iOS,Safari,10.171.119.0/24,2026-01-09 06:16:52
D000790,Android,Firefox,10.41.28.0/24,2026-02-18 04:28:06
D000791,Linux,Chrome,10.164.105.0/24,2026-01-13 04:52:00
D000792,macOS,Safari,10.36.5.0/24,2026-02-18 03:33:30
